Pneumomediastinum	HP:0025421
Leukemia	None
Blood cancer	None
Anti-Ma2 antibody positivity	None
Anti-Ta antibody	None
Libman-Sacks lesions	None
Periapical tooth abscess	None
IL-18 high in blood	None
Increased circulating interleukin 18 concentration	None
Reduced IgM levels	None
IgM deficiency	None
Decreased circulating total IgM	None
Decreased IgM level	None
Decreased IgM	None
Abnormality of the lymph nodes	None
Abnormal lymph node histology	None
Lupus nephritis	None
Lymphatic vessel tumor	None
Lymphatic vessel neoplasm	None
Lymphatic vessel tumour	None
Anti-GABAA R antibody	None
Anti-GABA(A)R antibody	None
Anti-gamma amino butyric acid type A receptors antibody	None
Anti-KLHL-12 antibody positivity	None
Anti-Kelch like protein 12 antibody positivity	None
Absent peripheral lymph nodes in presence of infection	None
Increased proportion of CD4-positive, alpha-beta memory T cells	None
Reduced circulating interleukin 27 concentration	None
Anti-GluK2 antibody	None
Anti-glutamate kainate receptor subunit 2 antibody	None
Anti-aquaporin 4 antibody positivity	None
Anti-AQP4 antibody positivity	None
Anti-mGluR5 antibody	None
Anti-Metabotropic Glutamate Receptor Type 5 antibody	None
Anti-P/Q-type voltage-gated calcium-channel antibody	None
Anti-P/Q-type VGCC antibody positivity	None
Abnormal eosinophil count	None
Elevated proportion of naive T cells	None
Increased proportion of naive thymus-derived, alpha-beta T cells	None
Increased proportion of naive T cells	None
Increased proportion of CD4+ effector memory T cells	None
Elevated proportion of CD4+ effector memory T cells	None
Increased proportion of CD4-positive effector memory T cells	None
Increased proportion of effector CD4-positive, alpha-beta T cells	None
Exercise induced anaphylaxis	None
Abnormal T cell subset distribution	None
Immunologic hypersensitivity	None
Decreased specific antibody response to protein-conjugated polysaccharide vaccine	None
Monoclonal elevation of IgG	None
Localised periodontal disease	None
Limited area of gum disease	None
Localized periodontal disease	None
Localised gum disease	None
Localized gum disease	None
Localised periodontitis	None
Localized periodontitis	None
Herpes encephalitis	None
Herpes simplex encephalitis	None
Chronic decreased cirulating IgG2	None
Chronic decreased IgG2 in blood	None
Anti-periplakin antibody positivity	None
BCGitis	None
Cyclic neutropenia in myeloid maturation arrest in bone marrow	None
Abnormality of interleukin secretion	None
Abnormality of IL secretion	None
Abnormal proportion of CD8-positive, alpha-beta memory T cells	None
Severe periodontitis	None
Severe pyorrhea	None
Severe gum disease	None
Severe periodontal disease	None
SLE	None
Systemic lupus erythematosus	None
Epstein-Barr virus meningitis	None
EBV meningitis	None
Late onset atopic dermatitis	None
Late onset baby eczema	None
Abnormal macrophage count	None
Comedogenic acne	None
Comedonal acne	None
Anti-cytosolic-5-nucleotidase-1A antibody positivity	None
Anti-cN1A antibody positivity	None
Abnormal delayed hypersensitivity skin test	None
Animal protein allergy	None
Immunoglobulin E-mediated animal protein allergy	None
Allergy to animal proteins	None
IgE-mediated animal protein allergy	None
Impaired neutrophil bactericidal activity	None
Chronic neutropenia	None
CFH autoantibodies	None
Anti-Complement factor H antibody positivity	None
Candida overgrowth syndrome	None
Chronic intestinal candidiasis	None
Hypersplenism	None
Underdeveloped nasopharyngeal adenoids	None
Hypoplastic nasopharyngeal adenoids	None
Lymphangioleiomyomatosis	None
Pulmonary myomatosis	None
Pulmonary lymphangiomyomatosis	None
Abnormal circulating interleukin 17A concentration	None
Increased anti-meat allergen IgE antibody level	None
Conjunctivitis, recurrent	None
Conjunctivitis	None
Pink eye	None
Post-vaccination rotavirus infection	None
Hepatic mastocytosis	None
Insulin receptor antibody positivity	None
Cerebral granulomatosis	None
Hepatitis	None
Liver inflammation	None
Immune deficiency	None
Decreased immune function	None
Immunodeficiency	None
Decreased proportion of CD19+CD27+IgD- cells	None
Decreased proportion of class-switched memory B cells	None
Abnormality of neutrophils	None
Abnormality of neutrophil	None
Abnormality of polymorphonuclear neutrophils	None
Atypical or prolonged liver inflammation	None
Atypical or prolonged hepatitis	None
Abnormal T cell proliferation	None
Acute respiratory tract infection	None
Recurrent acute respiratory tract infection	None
Persistent CMV viremia	None
Accessory spleen	None
Anti-Septin-5 antibody	None
Unusual skin infection	None
Anti-glomerular basement membrane-antibody positivity	None
Anti-GBM-antibody positivity	None
Anorectal abscess	None
Recurrent meningitis	None
Abnormal spleen physiology	None
Bronchiolitis	None
Pancreas abscess	None
Pancreatic abscess	None
Opportunistic infection	None
Underdeveloped spleen	None
Hypoplastic spleen	None
Chronic calcifying pancreatitis	None
Onychomycosis	None
Abnormality of interferon secretion	None
Abnormal pulmonary lymphatics	None
Anti-ganglioside antibody positivity	None
Abnormal lymphocyte surface marker expression	None
Persistent EBV viremia	None
Multiple accessory spleens	None
Accessory spleens	None
Multiple small spleens	None
Polysplenia	None
Celiac sprue	None
Coeliac sprue	None
Coeliac disease	None
Celiac disease	None
Transient decreased circulating IgA	None
Allergy to feathers	None
Immunoglobulin E-mediated feather allergy	None
Feather allergy	None
IgE-mediated feather allergy	None
Anti-bactericidal/permeability-increasing protein antibody positivity	None
Anti-BPI antibody positivity	None
Seasonal allergy	None
Abnormal proportion of CD4-positive helper T cells	None
Anti-Ki antibody positivity	None
Neutrophilic infiltration of the skin	None
Infection associated neutropenia	None
Athymia	None
Absent thymic shadow	None
Aplasia of the thymus	None
Lack of thymic shadow	None
Absent thymus	None
Increased proportion of memory T cells	None
Increased proportion of CD4+CD29+ cells	None
Anti-Th/To antibody positivity	None
Pancreatic lymphangiectasis	None
Recurrent infections in bronchi and lungs	None
Recurrent bronchopulmonary infections	None
IgE-mediated plant based food allergen allergy	None
Plant based food allergy	None
Allergy to plant based food allergens	None
Immunoglobulin E-mediated plant based food allergen allergy	None
Hepatic granulomatosis	None
Absent malleus	None
Stenosis of the Eustachian tube	None
Notched helix	None
Cleft helix	None
Notching of the ear helix	None
Ear tumour	None
Ear tumor	None
Neoplasm of the ear	None
Long ear	None
Long ears	None
Old-aged sensorineural hearing impairment	None
Presbycusis	None
Morphological abnormality of the semicircular canal	None
Ear anomaly	None
Abnormality of the ear	None
Bifid tragus	None
Tragus, bifid	None
Notched tragus	None
Susceptibility to otitis media	None
Recurrent middle ear infection	None
Recurrent otitis media	None
Frequent otitis media	None
Recurrent episodes of otitis media	None
Multiple episodes of otitis media	None
Otitis media, recurrent	None
Abnormal doll's eye reflex	None
Mozart ear	None
Antihelical shelf	None
Conchal shelf	None
Spock's ear	None
Spock ear	None
Pointed ear	None
Vulcan ear	None
Pointed helix	None
Elfin ear	None
Fluid behind eardrum	None
Otitis media with effusion	None
Large pinnae	None
Macrotia	None
Large ears	None
Abnormality of the cochlear nerve	None
Deafness, sensorineural, prelingual	None
Prelingual sensorineural deafness	None
Prelingual sensorineural hearing impairment	None
Hypoplasia of the vestibule of the inner ear	None
Abnormal inner ear epithelium morphology	None
Bilateral conductive deafness	None
Bilateral conductive hearing loss	None
Bilateral conductive hearing impairment	None
Bilateral acoustic neuromas	None
Bilateral vestibular schwannoma	None
Hypoplastic/aplastic middle ear structures	None
Aplasia/Hypoplasia of the middle ear	None
Middle ear hypoplasia/aplasia	None
Absent/small middle ear	None
Absent/underdeveloped middle ear	None
Cochlear aplasia	None
Absent cochlea	None
Hypoplastic earlobes	None
Hypoplastic lobules	None
Small earlobes	None
Small earlobe	None
Impaired visually enhanced vestibulo-ocular reflex	None
VVOR impairment	None
Visually enhanced vestibulo-ocular reflex impairment	None
Abnormal antihelix	None
Abnormal anthelix	None
Abnormal antehelix	None
Abnormal antihelix morphology	None
Paroxysmal vertigo	None
Low-set, posteriorly rotated ears	None
Low-set posteriorly rotated ears	None
Absent antitragus	None
Darwin notch of helix	None
Helix, Darwin notch	None
Atresia of the Eustachian tube	None
Absent vestibular function	None
Thickened ears	None
Dilated semicircular canal	None
Enlarged semicircular canal	None
Indented helix	None
Helix, crimped	None
Crimped helix	None
Unilateral deafness	None
Deafness in one ear	None
Deafness, unilateral	None
Abnormality of the crus of the ear	None
Abnormality of the crus of the helix	None
Abnormality of the tympanic membrane	None
Abnormality of the eardrum	None
Transient hearing impairment	None
Mild hearing impairment	None
Mixed hearing loss	None
Mixed hearing impairment	None
Hearing loss, mixed	None
Synotia	None
Abnormality of the internal auditory canal	None
Abnormality of the internal acoustic meatus	None
Osseous stenosis of the external auditory canal	None
Exostosis of the external auditory canal	None
External auditory canal exostoses	None
High frequency sensorineural hearing impairment	None
High-frequency sensorineural hearing impairment	None
High-tone sensorineural deafness	None
High-tone sensorineural hearing impairment	None
Clicking tinnitus	None
Hypoplasia of the antihelix	None
Hypoplastic antihelix	None
Impacted cerumen	None
Abnormality of the vestibular nerve	None
Otitis media, chronic	None
Chronic infections of the middle ear	None
Chronic middle ear infection	None
Chronic ear infection	None
Chronic otitis media	None
Vestibular schwannoma	None
Vestibular neurolemmoma	None
Vestibular Schwann cell tumor	None
Acoustic Neuroma	None
Vestibular neurilemmoma	None
Vestibular Schwann cell tumour	None
Vestibular neurinoma	None
Underdeveloped ears	None
Hypoplastic ears	None
Small ears	None
Microtia	None
Hypoplastic pinna	None
Bilateral microtia	None
Small pinnae	None
Hypoplasia of the external ear	None
Abnormally folded helix	None
Diagonal earlobe crease	None
Unilateral conductive hearing impairment	None
Middle ear abnormality	None
Middle ear abnormalities	None
Abnormality of the middle ear	None
Absence of the reflex of the tensor tympani muscle	None
Simple ear	None
Absence of acoustic middle ear muscle reflexes	None
Absent middle ear reflexes	None
Absence of acoustic reflex	None
Abnormal vestibular saccule morphology	None
Auricular tag	None
Bulbous internal auditory canal	None
Enlarged internal auditory canal	None
Dilatated internal auditory canal	None
Functional abnormality of the middle ear	None
Hyperplastic antitragus	None
Prominent antitragus	None
Hypertrophic antitragus	None
Enlarged antitragus	None
Pulsatile tinnitus	None
Long hairs growing from helix of ear	None
Long hairs growing from helix of pinna	None
Ear hair	None
Asymmetry of the position of the ears	None
Uneven ears	None
Antihelix, inferior crus, underdeveloped	None
Hypoplastic inferior crus of antihelix	None
Underdeveloped inferior crus of antihelix	None
Hypotrophic inferior crus of antihelix	None
Morphological abnormality of the posterior semicircular canal	None
Conductive hearing loss, mild	None
Mild conductive hearing impairment	None
Abnormal cerumen pigmentation	None
Abnormal cerumen colour	None
Abnormal cerumen color	None
Microtia, first degree	None
First-degree microtia	None
Additional crus	None
Third crus	None
Stahl ear	None
Transverse earlobe creases	None
Earlobe crease	None
Anterior creases of earlobe	None
Absent antihelix	None
Hidden ear	None
Cryptotia	None
Buried ear	None
Progressive cochlear degeneration	None
Cochlear degeneration	None
Fusion of middle ear ossicles	None
Tragus, duplicated	None
Duplicated tragus	None
Accesory tragus	None
Vertigo	None
Dizzy spell	None
Dizziness	None
Low-frequency sensorineural hearing impairment	None
Low-frequency sensorineural hearing loss	None
Hypertrophic antihelix stem	None
Prominent stem of antihelix	None
Hyperplastic antihelix stem	None
Mid-frequency hearing loss	None
Telangiectasia of the ear	None
Incomplete partition of the cochlea	None
Absent stapes	None
Hypertrophic auricular cartilage	None
Malformed auricles	None
Malformed ears	None
Auricular malformation	None
Malformation of auricle	None
Malformed external ears	None
Abnormally shaped ears	None
Abnormal pinna morphology	None
Dysplastic ears	None
Deformed ears	None
Abnormal form of ears	None
Deformed auricles	None
Minor malformation of the auricles	None
Poorly defined conchae	None
Abnormality of the malleus	None
Absent/underdeveloped external ear	None
Aplasia/Hypoplasia of the external ear	None
