Abnormality of body height	HP:0000002
Incomplete partition of the cochlea	None
Abnormality of lobulus auriculae	None
Abnormal earlobe morphology	None
Abnormality of earlobe	None
Abnormality of ear lobe	None
Abnormal earlobe	None
Abnormality of auricular lobule	None
Abnormal lobe of ear	None
Lobule aplasia	None
Absent ear lobes	None
Earlobe, absent	None
Lobeless ears	None
Absent earlobe	None
Absent stapes	None
Increased incisura length	None
Simple ear	None
Posteriorly-angulated ears	None
Posteriorly angulated ears	None
Posteriorly rotated	None
Posteriorly-rotated ears	None
Posteriorly rotated auricles	None
Ears rotated toward back of head	None
Posteriorly rotated ears	None
Ear, posterior angulation, increased	None
Polyotia	None
Cutaneous atresia of the external auditory canal	None
Moderate sensorineural hearing impairment	None
Moderate neural deafness	None
Type 1 cryptotia	None
Type I cryptotia	None
Postlingual sensorineural hearing impairment	None
Asymmetry of the size of ears	None
Lobe, forward facing	None
Forward facing earlobe	None
Abnormality of the tympanic membrane	None
Abnormality of the eardrum	None
Abnormality of the round window	None
Cleft earlobe	None
Absent/underdeveloped cochlea	None
Absent/small cochlea	None
Aplasia/Hypoplasia of the cochlea	None
Unilateral vestibular schwannoma	None
Hypoplasia of the vestibule of the inner ear	None
Excessive cerumen	None
Underdeveloped helices	None
Hypoplastic helices	None
Vestibular schwannoma	None
Vestibular neurolemmoma	None
Vestibular Schwann cell tumor	None
Acoustic Neuroma	None
Vestibular neurilemmoma	None
Vestibular Schwann cell tumour	None
Vestibular neurinoma	None
Transverse earlobe creases	None
Earlobe crease	None
Anterior creases of earlobe	None
Morphological abnormality of the semicircular canal	None
Absent/underdeveloped inner ear	None
Absent/small inner ear	None
Aplasia/Hypoplasia of the inner ear	None
Abnormal vestibulo-ocular reflex	None
Abnormal vestibuloocular reflex	None
Thin ear helix	None
Absent antitragus	None
Hypoplastic antitragus	None
Small antitragus	None
Underdeveloped antitragus	None
Hypotrophic antitragus	None
Absent/small tragus	None
Aplasia/Hypoplasia of the tragus	None
Absent/underdeveloped tragus	None
Long hairs growing from helix of ear	None
Long hairs growing from helix of pinna	None
Ear hair	None
Hypoplastic superior helix	None
Underdeveloped superior helices	None
Conductive hearing loss, severe	None
Severe conductive hearing impairment	None
Railroad track ears	None
Helix, crus, horizontal	None
Railroad track sign	None
Horizontal orientation of the crus of helix	None
Horizontal crus of helix	None
Horizontal orientation of the ear crus	None
Large tragus	None
Hypertrophic tragus	None
Hyperplastic tragus	None
Tragus, prominent	None
Enlarged tragus	None
Prominent tragus	None
Abnormality of anterior crus of antihelix	None
Abnormality of inferior crus of antihelix	None
Absent eustachian tube	None
Aplasia of the Eustachian tube	None
Large fleshy ears	None
Type II cryptotia	None
Type 2 cryptotia	None
Mild hearing impairment	None
Clicking tinnitus	None
Hidden ear	None
Cryptotia	None
Buried ear	None
Mondini malformation	None
Mondini defect	None
Incomplete partition of the cochlea type II	None
Cochlear malformation defect (Mondini dysplasia)	None
Mondini dysplasia	None
Asymmetry of the shape of the ears	None
Late sensorineural hearing loss	None
Adult onset sensorineural hearing impairment	None
Sensorineural deafness, late-onset	None
Sensorineural deafness	None
Sensorineural hearing impairment	None
Sensorineural hearing loss	None
Hearing loss, sensorineural	None
Ear tumour	None
Ear tumor	None
Neoplasm of the ear	None
Abnormal middle-ear-muscles (MEM) reflex	None
Abnormal auditory reflex	None
Abnormality of stapedial reflex	None
Abnormality of the acoustic reflex	None
Morphological abnormality of the inner ear	None
Low-set, posteriorly rotated ears	None
Low-set posteriorly rotated ears	None
Severe sensorineural hearing impairment	None
Severe sensorineural deafness	None
Severe sensorineural hearing loss	None
Auricular pit	None
Absent internal auditory canal	None
Aplasia of the eighth cranial nerve	None
Absent the eighth cranial nerve	None
Absent vestribular nerve	None
Aplasia of cranial nerve VIII	None
Aplasia of the vestibular nerve.	None
Absent cranial nerve viii	None
Abnormality of the crus of the ear	None
Abnormality of the crus of the helix	None
Osseous stenosis of the external auditory canal	None
Indented helix	None
Helix, crimped	None
Crimped helix	None
Morphological abnormality of the saccule	None
Narrow internal auditory canal	None
Decreased incisura length	None
Abnormal pinnae	None
Abnormality of the auricle	None
External ear malformations	None
Abnormality of the external ear	None
Ear anomalies	None
Malformed pinnae	None
Abnormality of the outer ear	None
Outer ear abnormality	None
Serpiginous crus of helix	None
Helix, crus, serpiginous	None
Exostosis of the external auditory canal	None
External auditory canal exostoses	None
Discontinuous ascending root of helix	None
Helix, discontinuous ascending root	None
Impairment of the the acoustic reflex	None
Underdeveloped stem of antihelix	None
Antihelix, stem, underdeveloped	None
Impairment of the reflex of the tensor tympani muscle	None
Mid-frequency hearing loss	None
Everted antitragus	None
Osseous atresia of the external auditory canal	None
Antihelix, inferior crus, underdeveloped	None
Hypoplastic inferior crus of antihelix	None
Underdeveloped inferior crus of antihelix	None
Hypotrophic inferior crus of antihelix	None
Deafness, sensorineural, prelingual	None
Prelingual sensorineural deafness	None
Prelingual sensorineural hearing impairment	None
Satyr ear	None
Devil ear	None
Short ears	None
Short ear	None
Tympanic calcification	None
Tympanosclerosis	None
Non-spinning vertigo	None
Underfolded superior helices	None
Tragus, duplicated	None
Duplicated tragus	None
Accesory tragus	None
Impaired visually enhanced vestibulo-ocular reflex	None
VVOR impairment	None
Visually enhanced vestibulo-ocular reflex impairment	None
Quelprud nodule	None
Old-aged sensorineural hearing impairment	None
Presbycusis	None
Round ear	None
Abnormal number of tubercles	None
Childhood onset sensorineural hearing impairment	None
Mozart ear	None
Acute middle ear infection	None
Acute otitis media	None
Conductive hearing loss, mild	None
Mild conductive hearing impairment	None
Absent semicircular canal	None
Aplasia of the semicircular canal	None
Inner ear abnormality	None
Abnormality of the inner ear	None
Unilateral conductive hearing impairment	None
Stenosis of the Eustachian tube	None
Hypertrophic auricular cartilage	None
Pits in posterior aspect of ear helices	None
Indentation in back of outer ear	None
Ear, posterior helical groove	None
Ear, posterior helical notch	None
Posterior helix pit	None
Helix, posterior pit	None
Congenital stapes ankylosis	None
Squared superior portion of helix	None
Paroxysmal vertigo	None
Absent antihelix	None
Inner ear tumour	None
Neoplasm of the inner ear	None
Inner ear tumor	None
Abnormal shape/structure of ear	None
Microtia, third degree	None
Third-degree microtia	None
Absent tragus	None
Dilated vestibule of the inner ear	None
Ear anomaly	None
Abnormality of the ear	None
Congenital earlobe sinuses	None
Incomplete partition of the cochlea type I	None
Hypoplastic cochlea	None
Underdeveloped cochlea	None
Hypoplasia of the cochlea	None
Cleft at the superior portion of the pinna	None
Cleft at the superior portion of the ear	None
Question mark ear	None
Constricted ear	None
Question mark ears	None
Cosman ear	None
Poorly folded helices	None
Underfolded helix	None
Abnormal incisura morphology	None
Prominent ear helix	None
Large helix	None
Serpiginous stem of antihelix	None
Antihelix, stem, serpiginous	None
Abnormal antihelix	None
Abnormal anthelix	None
Abnormal antehelix	None
Abnormal antihelix morphology	None
Congenital absence of external ear	None
Absent ear	None
Anotia	None
Absent ears	None
Neoplasm of the middle ear	None
Middle ear tumor	None
Middle ear tumour	None
Neoplasia of the middle ear	None
Diagonal earlobe crease	None
Cup-shaped ears	None
Cupped ear	None
Simple, cup-shaped ears	None
Cupped ears	None
Capuchin ears	None
Outer ear tumor	None
Outer ear tumour	None
Neoplasm of the outer ear	None
Overfolded helix	None
Over-folded helices	None
Overfolded helices	None
Overfolded ears	None
Helix, crus, absent	None
Absent crus of helix	None
Underdeveloped ears	None
Hypoplastic ears	None
Small ears	None
Microtia	None
Hypoplastic pinna	None
Bilateral microtia	None
Small pinnae	None
Hypoplasia of the external ear	None
Morphological abnormality of the utricle	None
Abnormality of superior crus of antihelix	None
Abnormality of posterior crus of antihelix	None
Abnormal ear morphology	None
Cholesteatoma	None
Prominent antihelix	None
Extra concha fold	None
Concha, Extra Fold	None
Cystic lesions of the pinnae	None
Morphological abnormality of the nerves of the inner ear	None
Infantile sensorineural hearing impairment	None
Infantile sensorineural hearing loss	None
Abnormality of the vestibular nerve	None
Anteverted ears	None
Hyperplastic superior crus of antihelix	None
Hypertrophic superior crus of antihelix	None
Prominent superior crus of antihelix	None
Functional abnormality of the inner ear	None
Malformed auricles	None
Malformed ears	None
Auricular malformation	None
Malformation of auricle	None
Malformed external ears	None
Abnormally shaped ears	None
Abnormal pinna morphology	None
Dysplastic ears	None
Deformed ears	None
Abnormal form of ears	None
Deformed auricles	None
Minor malformation of the auricles	None
Poorly defined conchae	None
Low-frequency hearing loss	None
Double antitragus	None
Bifid antitragus	None
Abnormality of the incus	None
Middle ear abnormality	None
Middle ear abnormalities	None
Abnormality of the middle ear	None
Tinnitus	None
Ringing in the ears	None
Ringing in ears	None
Narrow incisura width	None
Conductive hearing loss, moderate	None
Moderate conductive hearing impairment	None
Helix, Darwin tubercle	None
Darwin tubercle of helix	None
Increased incisura width	None
Abnormal doll's eye reflex	None
Stapedial abnormalities	None
Abnormality of the stapes	None
False perception of self-motion	None
Inflammation of cartilage of pinna	None
Chondritis of pinna	None
External ear malformation	None
Morphological abnormality of the anterior semicircular canal	None
Hypertrophic antihelix stem	None
Prominent stem of antihelix	None
Hyperplastic antihelix stem	None
Atresia of the Eustachian tube	None
Focal absence of the external ear	None
Absent/underdeveloped external ear	None
Aplasia/Hypoplasia of the external ear	None
Absent/small external ear	None
Unilateral external ear deformity	None
Deformed external ear on one side	None
Lop ear	None
High frequency sensorineural hearing impairment	None
High-frequency sensorineural hearing impairment	None
High-tone sensorineural deafness	None
High-tone sensorineural hearing impairment	None
Progressive hearing impairment	None
Progressive hearing loss	None
Progressive sensorineural hearing impairment	None
Bilateral progressive sensorineural hearing loss	None
Hearing loss, sensorineural, progressive	None
Sensorineural hearing loss, progressive	None
Hearing loss, progressive sensorineural	None
Progressive bilateral sensorineural hearing loss	None
Hearing loss, sensorineural, bilateral, progressive	None
Hearing impairment	None
Hearing loss	None
Hearing defect	None
Hypoacusis	None
Deafness	None
Hypacusis	None
Slit-like opening of the exterior auditory meatus	None
Thickened helices	None
Thick helix	None
Attached earlobe	None
Adherent earlobe	None
Telangiectasia of the ear	None
Fusion of middle ear ossicles	None
Small semicircular canal	None
Hypoplasia of the semicircular canals	None
Hypoplasia of the semicircular canal	None
Constricted helix type IV	None
Ear, grade II dysplasia	None
Cockleshell ear	None
Severe cupped ear, type III	None
Snail ear	None
Shell ear	None
Microtia, second degree	None
Mini ear	None
Abnormal ear physiology	None
Abnormality of the tragus	None
Abnormal tragus morphology	None
Notched helix	None
Cleft helix	None
Notching of the ear helix	None
Hearing abnormality	None
Abnormal hearing	None
Abnormality of the cochlear nerve	None
Bilateral sensorineural deafness	None
Bilateral sensorineural hearing impairment	None
Bilateral sensorineural hearing loss	None
Bilateral nerve deafness	None
Hearing loss, sensorineural, bilateral	None
Large pinnae	None
Macrotia	None
Large ears	None
Moderate hearing impairment	None
Aplasia of the vestibule	None
Absent vestibule	None
Congenital conductive deafness	None
Congenital conductive hearing impairment	None
Congenital conductive hearing loss	None
Low-frequency sensorineural hearing impairment	None
Low-frequency sensorineural hearing loss	None
Dilated semicircular canal	None
Enlarged semicircular canal	None
Tragal bridge of crus of helix	None
Helix, crus, tragal bridge	None
Cochlear malformation	None
