Abnormality of body height	HP:0000002
Microcephaly, acquired	HP:0005484
Deceleration of head growth	HP:0005484
Postnatal deceleration of head circumference	HP:0005484
Acquired microcephaly	HP:0005484
Small cranial sutures	HP:0005486
Small bregma sutures	HP:0005486
Little cranial sutures	HP:0005486
Small fontanelle	HP:0005486
Small soft spot	HP:0005486
Little fontanelle	HP:0005486
Microfontanelle	HP:0005486
Prominent frontal suture	HP:0005487
Prominent metopic ridge	HP:0005487
Prominent frontal ridge	HP:0005487
Prominent metopic suture	HP:0005487
Ridging of metopic suture	HP:0005487
Ridging of frontal suture	HP:0005487
Macrocephaly, postnatal	HP:0005490
Postnatal macrocephaly	HP:0005490
Premature posterior fontanelle closure	HP:0005494
Metopic suture patent to nasal root	HP:0005495
Midline skin dimples over anterior/posterior fontanelles	HP:0005498
Increased red cell osmotic fragility	HP:0005502
Increased red cell fragility	HP:0005502
Increased erythrocyte osmotic fragility	HP:0005502
Refractory anaemia	HP:0005505
Refractory anemia	HP:0005505
Chronic myelocytic leukemia	HP:0005506
Chronic myeloid leukaemia	HP:0005506
Chronic myeloid leukemia	HP:0005506
Chronic myelogenous leukemia	HP:0005506
Chronic myelocytic leukaemia	HP:0005506
Chronic myelogenous leukaemia	HP:0005506
Haemoglobin Barts	HP:0005507
Hb Barts	HP:0005507
Hemoglobin Barts	HP:0005507
Waldenstrom macroglobulinemia	HP:0005508
Monoclonal immunoglobulin M proteinemia	HP:0005508
Transient decrease in blood erythrocyte number	HP:0005510
Transient erythroblastopenia	HP:0005510
Heinz body anaemia	HP:0005511
Heinz body anemia	HP:0005511
Impaired neutrophil killing of staphylococci	HP:0005512
Increased megakaryocyte count	HP:0005513
T-cell lymphoma/leukemia	HP:0005517
Increased MCV	HP:0005518
Erythrocyte macrocytosis	HP:0005518
Increased mean corpuscular volume	HP:0005518
Compensated disseminated intravascular coagulation	HP:0005520
Chronic disseminated intravascular coagulation	HP:0005520
Chronic consumption coagulopathy	HP:0005520
Disseminated intravascular coagulation	HP:0005521
Pyridoxine-responsive sideroblastic anemia	HP:0005522
Pyridoxine-responsive sideroblastic anaemia	HP:0005522
Lymphoproliferative disorders	HP:0005523
Lymphoproliferative disorder	HP:0005523
Macrocytic hemolytic disease	HP:0005524
Spontaneous hemolytic crises	HP:0005525
Lymphoid leukaemia	HP:0005526
Lymphoid leukemia	HP:0005526
Reduced kininogen activity	HP:0005527
Williams-Fitzgerald-Flaujeac factor deficiency	HP:0005527
Williams factor deficiency	HP:0005527
Fitzgerald factor deficiency	HP:0005527
Kininogen deficiency	HP:0005527
Hypoplastic bone marrow	HP:0005528
Bone marrow hypocellularity	HP:0005528
Bone marrow failure	HP:0005528
Bone marrow hypoplasia	HP:0005528
Acute biphenotypic leukaemia	HP:0005531
Biphenotypic acute leukaemia	HP:0005531
Biphenotypic acute leukemia	HP:0005531
Myeloid/lymphoid leukemia	HP:0005531
Myeloid/lymphoid leukaemia	HP:0005531
Macrocytic dyserythropoietic anaemia	HP:0005532
Macrocytic dyserythropoietic anemia	HP:0005532
Transient leukemia of Down syndrome	HP:0005534
TMD	HP:0005534
Transient myeloproliferative syndrome	HP:0005534
Transient myeloproliferative disorder	HP:0005534
Transient leukaemia of Down syndrome	HP:0005534
Exercise-induced hemolysis	HP:0005535
Small platelet size	HP:0005537
Small platelets	HP:0005537
Small platelets size	HP:0005537
Decreased mean platelet volume	HP:0005537
T cell chronic lymphocytic lymphoma/leukemia	HP:0005539
Red blood cell keratocytosis	HP:0005540
Distorted red blood cells resembling keratocytes	HP:0005540
RBC keratocytosis	HP:0005540
Congenital agranulocytosis	HP:0005541
Prolonged whole-blood clotting time	HP:0005542
Prolonged clotting time	HP:0005542
Reduced protein C activity	HP:0005543
Protein C deficiency	HP:0005543
Increased red cell osmotic resistance	HP:0005546
Myeloproliferative disorder	HP:0005547
Megakaryocytopenia	HP:0005548
Chronic lymphatic leukaemia	HP:0005550
Chronic lymphocytic leukemia	HP:0005550
Chronic lymphocytic leukaemia	HP:0005550
Chronic lymphatic leukemia	HP:0005550
Abnormality of the metopic suture	HP:0005556
Anomaly of the zygomatic arch	HP:0005557
Deformity of the zygomatic arch	HP:0005557
Abnormality of the malar arch	HP:0005557
Abnormality of the zygomatic arch	HP:0005557
Abnormal zygomatic arch morphology	HP:0005557
Anomaly of the malar arch	HP:0005557
Deformity of the malar arch	HP:0005557
Malformation of the malar arch	HP:0005557
Malformation of the zygomatic arch	HP:0005557
Chronic leukaemia	HP:0005558
Chronic leukemia	HP:0005558
Chronic blood cancer	HP:0005558
Abnormality of the kinin-kallikrein system	HP:0005559
Imbalanced Hb synthesis	HP:0005560
Imbalanced hemoglobin synthesis	HP:0005560
Imbalanced haemoglobin synthesis	HP:0005560
Anomaly of the bone marrow cells	HP:0005561
Abnormality of bone marrow cell morphology	HP:0005561
Bone marrow disease	HP:0005561
Multiple kidney cysts	HP:0005562
Multiple renal cysts	HP:0005562
Decreased numbers of glomeruli	HP:0005563
Oligonephronia	HP:0005563
Decreased numbers of nephrons	HP:0005563
Absence of renal corticomedullary differentiation	HP:0005564
Loss of corticomedullary differentiation	HP:0005564
Absent renal corticomedullary differentiation	HP:0005564
Reduced renal corticomedullary differentiation	HP:0005565
Loss of definition of corticomedullary differentiation	HP:0005565
Renal magnesium wasting	HP:0005567
Increased renal tubular phosphate reabsorption	HP:0005571
Increased percent tubular reabsorption of phosphorus	HP:0005571
Decreased renal tubular phosphate excretion	HP:0005572
Non-acidotic proximal tubulopathy	HP:0005574
Hemolytic-uremic syndrome	HP:0005575
Hemolytic uremic syndrome	HP:0005575
Tubulointerstitial renal fibrosis	HP:0005576
Tubulointerstitial scarring	HP:0005576
Tubulointerstitial fibrosis	HP:0005576
Impaired reabsorption of Cl	HP:0005579
Impaired renal ltubular reabsorption of chloride	HP:0005579
Impaired reabsorption of Cl-	HP:0005579
Duplication of renal pelvis	HP:0005580
Disintegration of the tubular basement membrane	HP:0005583
Tubular basement membrane disintegration	HP:0005583
Renal carcinoma	HP:0005584
Cancer starting in small tubes in kidneys	HP:0005584
Hypernephroma	HP:0005584
Renal cell carcinoma	HP:0005584
Spotty hyperpigmentation	HP:0005585
Spotty increased pigmentation	HP:0005585
Patchy hyperpigmentation	HP:0005585
Hyperpigmentation of exposed areas	HP:0005586
Hyperpigmentation in sun-exposed areas	HP:0005586
Increased pigmentation in sun-exposed areas	HP:0005586
Profuse pigmented skin lesions	HP:0005587
Patchy palmoplantar keratoderma	HP:0005588
Palmoplantar keratoderma, patchy	HP:0005588
Patchy palmoplantar hyperkeratosis	HP:0005588
Patchy hypopigmentation	HP:0005590
Patchy depigmentation	HP:0005590
Spotty decreased pigmentation	HP:0005590
Spotty hypopigmentation	HP:0005590
Macromelanosomes	HP:0005592
Giant melanosomes in melanocytes	HP:0005592
Macular hypopigmented whorls, streaks, and patches	HP:0005593
Generalised hyperkeratosis	HP:0005595
Hyperkeratosis, generalized	HP:0005595
Hyperkeratosis, generalised	HP:0005595
Generalized hyperkeratosis	HP:0005595
Congenital alopecia totalis	HP:0005597
Facial telangiectasia in butterfly midface distribution	HP:0005598
Butterfly facial telangiectasia	HP:0005598
Hair hypopigmentation	HP:0005599
Loss of hair color	HP:0005599
Hypopigmentation of hair	HP:0005599
Loss of hair colour	HP:0005599
Giant pigmented mole	HP:0005600
Giant pigmented nevus	HP:0005600
Giant pigmented hairy nevus	HP:0005600
Congenital giant melanocytic nevus	HP:0005600
Progressive vitiligo	HP:0005602
Numerous congenital melanocytic nevi	HP:0005603
Large cafe-au-lait macules with irregular margins	HP:0005605
Hyperpigmented nevi and streak	HP:0005606
Abnormal tracheobronchial morphology	HP:0005607
Tracheobronchial anomalies	HP:0005607
Bilobate gallbladder	HP:0005608
Bilobed gallbladder	HP:0005608
Gallbladder duplication	HP:0005608
Double gallbladder	HP:0005608
Gallbladder septated	HP:0005608
Gallbladder dysfunction	HP:0005609
Arthrogryposis-like hand anomaly	HP:0005612
Absent/small thighbone	HP:0005613
Absent/underdeveloped thighbone	HP:0005613
Hypoplastic to absent femora	HP:0005613
Aplasia/hypoplasia of the femur	HP:0005613
Hypoplastic/aplastic femora	HP:0005613
Accelerated skeletal maturation	HP:0005616
Early bone maturation	HP:0005616
Advanced bone age	HP:0005616
Bilateral camptodactyly	HP:0005617
Thoracolumbar kyphosis	HP:0005619
Thoracolumbar gibbus	HP:0005619
Thoracolumbar gibbus deformity	HP:0005619
Hypermobility of interphalangeal joints	HP:0005620
Increased mobility of hinge joints	HP:0005620
Trapezoidal vertebral body	HP:0005621
Trapezoidal shaped vertebral bodies	HP:0005621
Trapezoidal vertebral bodies	HP:0005621
Broad long bones	HP:0005622
Wide long bones	HP:0005622
Widened long bones	HP:0005622
Absent ossification of calvaria	HP:0005623
Absent bone maturation of skullcap	HP:0005623
Absent ossification of skull vault	HP:0005623
Osteoporosis of vertebrae	HP:0005625
Posterior fusion of lumbosacral vertebrae	HP:0005626
Brachydactyly type D	HP:0005627
Type D brachydactyly	HP:0005627
Absent forearms	HP:0005632
Absent forearm	HP:0005632
Decreased anterioposterior diameter of lumbar vertebral bodies	HP:0005638
Hyperextensible hand joints	HP:0005639
Abnormal vertebral segmentation and fusion	HP:0005640
Short 3rd toe	HP:0005643
Short third toe	HP:0005643
Brachydactyly of third toes	HP:0005643
Intervertebral disc calcification	HP:0005645
Multiple intervertebral disk calcifications	HP:0005645
Multiple intervertebral disc calcifications	HP:0005645
Intervertebral disk calcification	HP:0005645
Bilateral ulnar hypoplasia	HP:0005648
Cutaneous syndactyly between fingers 2 and 5	HP:0005650
2-5 finger cutaneous syndactyly	HP:0005650
Cortical sclerosis	HP:0005652
Moderate generalized osteoporosis	HP:0005653
Moderate generalised osteoporosis	HP:0005653
Multiple digital exostoses	HP:0005655
Positional foot deformity	HP:0005656
Thoracic kyphoscoliosis	HP:0005659
Salmonella osteomyelitis	HP:0005661
Salmonella bone infection	HP:0005661
Massively thickened long bone cortices	HP:0005665
Os odontoideum	HP:0005667
Bilateral intracerebral calcifications	HP:0005671
Bilateral intracranial calcifications	HP:0005671
Rudimentary postaxial polydactyly of hands	HP:0005676
Anterior atlanto-occipital dislocation	HP:0005678
Dupuytren contracture	HP:0005679
Tongue-like lumbar vertebral deformities	HP:0005680
Juvenile idiopathic arthritis	HP:0005681
Juvenile rheumatoid arthritis	HP:0005681
Rheumatoid arthritis, juvenile	HP:0005681
Juvenile RA	HP:0005681
Fusion of foot joint	HP:0005682
Fusion of the subtalar joint	HP:0005682
Talocalcaneal synostosis	HP:0005682
Distal arthrogryposis	HP:0005684
Patchy increase of bone mineral density	HP:0005686
Patchy osteosclerosis	HP:0005686
Uneven increase in bone density	HP:0005686
Deformed head of long bone in upper arm	HP:0005687
Deformed humeral heads	HP:0005687
Dysplastic distal thumb phalanges with a central hole	HP:0005688
Dermatoglyphic ridges abnormal	HP:0005689
Joints move beyond expected range of motion	HP:0005692
Joint hyperflexibility	HP:0005692
Partial fusion of proximal row of carpal bones	HP:0005694
Partial fusion of innermost row of wrist bones	HP:0005694
Postaxial polydactyly type A	HP:0005696
Increased bone density with cystic changes	HP:0005700
Multiple enchondromatosis	HP:0005701
Bilateral digitalized thumb	HP:0005707
Bilateral triphalangeal thumbs	HP:0005707
Webbed skin of 2nd-3rd toes	HP:0005709
Cutaneous 2,3 toe syndactyly	HP:0005709
2-3 toe cutaneous syndactyly	HP:0005709
Complete cutaneous syndactyly of second and third toes	HP:0005709
Cutaneous syndactyly of second and third toes	HP:0005709
Flattened knee epiphyses	HP:0005715
Flattened end part of knee bone	HP:0005715
Lethal skeletal dysplasia	HP:0005716
Lethal dwarfism identifiable at birth	HP:0005716
Shortening of all metacarpals	HP:0005720
Double jointed thumb	HP:0005722
Hyperextensible thumb	HP:0005722
Shoe-shaped sella turcica	HP:0005723
Nonopposable triphalangeal thumb	HP:0005725
Short thumbs with bulbous tips	HP:0005726
Thumbs hypoplastic with bulbous tips	HP:0005726
Cortical irregularity	HP:0005731
Spinal stenosis with reduced interpedicular distance	HP:0005733
Spinal stenosis due to short pedicles	HP:0005733
Short shinbone	HP:0005736
Short tibia	HP:0005736
Shortening of the tibia	HP:0005736
Shortening of the shinbone	HP:0005736
Hypoplastic tibia	HP:0005736
Hypoplasia of the tibia	HP:0005736
Shortening of the shankbone	HP:0005736
Short tibiae	HP:0005736
Short skankbone	HP:0005736
Posterior subluxation of radial head	HP:0005739
Coxa plana	HP:0005743
Perthes-like femoral head changes	HP:0005743
Avascular necrosis of the capital femoral epiphysis	HP:0005743
Legg-Calve-Perthes syndrome	HP:0005743
Morbus Legg-Calve-Perthes	HP:0005743
Osteonecrosis of the femoral head	HP:0005743
Legg-Perthes disease	HP:0005743
Osteochondrosis of the femoral head	HP:0005743
Congenital foot contractures	HP:0005745
Osteosclerosis of the base of the skull	HP:0005746
Osteosclerosis of the skull base	HP:0005746
Easily subluxated first metacarpophalangeal joints	HP:0005747
Lower-limb joint contracture	HP:0005750
Contractures, lower limbs	HP:0005750
Contractures of the joints of the lower limbs	HP:0005750
Flattened moderately deformed vertebrae	HP:0005752
Epiphyseal stippling in neonates	HP:0005756
Neonatal epiphyseal stippling	HP:0005756
Speckled calcifications in bone end parts in neonates	HP:0005756
Basilar impression	HP:0005758
Small flat posterior fossa	HP:0005759
Small and flat posterior fossa of skull	HP:0005759
Small and flat posterior skull bones	HP:0005759
Polyarticular arthritis	HP:0005764
Sacral meningocele	HP:0005765
Disproportionate shortening of the shinbone	HP:0005766
Marked shortening of tibia	HP:0005766
Disproportionate shortening of the shankbone	HP:0005766
Disproportionate shortening of the tibia	HP:0005766
1-2 toe complete cutaneous syndactyly	HP:0005767
Soft tissue syndactyly of toes 2, 3, and 4	HP:0005768
Webbed 2nd, 3rd and 4th toes	HP:0005768
2-4 toe cutaneous syndactyly	HP:0005768
Webbed second, third and fourth toes	HP:0005768
Curvature of outermost bone of pinkie finger	HP:0005769
Curvature of outermost bone of little finger	HP:0005769
Curvature of outermost bone of pinky finger	HP:0005769
Fifth finger distal phalanx clinodactyly	HP:0005769
Absent/underdeveloped shinbone	HP:0005772
Aplastic/hypoplastic tibia	HP:0005772
Absent/underdeveloped shankbone	HP:0005772
Absent/small shankbone	HP:0005772
Absent/small shinbone	HP:0005772
Absent/hypoplastic tibia	HP:0005772
Aplasia/Hypoplasia of the tibia	HP:0005772
Short forearm	HP:0005773
Multiple skeletal anomalies	HP:0005775
Carpal bone malsegmentation	HP:0005776
No fourth finger distal interphalangeal crease	HP:0005780
Absent fourth finger distal interphalangeal crease	HP:0005780
Contractures of the large joints	HP:0005781
Lumbar platyspondyly	HP:0005787
Abnormal cervical myelogram	HP:0005788
Diffuse, symmetrical osteosclerosis	HP:0005789
Osteosclerosis, diffuse symmetrical	HP:0005789
Generalized osteosclerosis	HP:0005789
Increased bone density in skeletal bones	HP:0005789
Generalised osteosclerosis	HP:0005789
Bilateral hypoplasia of condylar process of mandible	HP:0005790
Bilateral hypoplasia of mandibular condylar head	HP:0005790
Short condylar neck of mandible	HP:0005790
Short mandibular condyles	HP:0005790
Decreased length of condylar process of mandible	HP:0005790
Bilateral hypoplasia of mandibular condylar neck	HP:0005790
Decreased height of condylar process of mandible	HP:0005790
Short condylar process of mandible	HP:0005790
Short condylar head of mandible	HP:0005790
Cortical thickening of long bone diaphyses	HP:0005791
Hypoplastic humerus	HP:0005792
Humeral shortening	HP:0005792
Short long bone of upper arm	HP:0005792
Short humeri	HP:0005792
Short upper arms	HP:0005792
Short humerus	HP:0005792
Humeral hypoplasia	HP:0005792
Shortening of all outermost bone of the toes	HP:0005793
Shortening of all distal phalanges of the toes	HP:0005793
Posterior radial head dislocation	HP:0005798
Coalescence of tarsal bones	HP:0005802
Absent outermost digital bones	HP:0005807
Absent distal phalanges	HP:0005807
Extra ribs	HP:0005815
Supernumerary ribs	HP:0005815
Postaxial polysyndactyly of foot	HP:0005817
Shortened middle finger bones	HP:0005819
Hypoplastic middle phalanx	HP:0005819
