Abnormality of taste sensation	HP:0000223
Widened cerebellar subarachnoid space	HP:0012765
Widened cerebral subarachnoid space	HP:0012766
Kinked brainstem	HP:0012793
Kinked brain stem	HP:0012793
Periventricular white matter hypodensities	HP:0012794
Periventricular cerebral white matter hypodensities	HP:0012794
Unilateral facial weakness	HP:0012799
Unilateral facial palsy	HP:0012799
Unilateral facial muscle weakness	HP:0012799
Facial droop	HP:0012799
Unilateral facial muscle paralysis	HP:0012799
Weakness of one side of the face	HP:0012799
Paralysis of one side of the face	HP:0012799
Unilateral facial paralysis	HP:0012799
Bilateral vocal cord paralysis	HP:0012820
Unilateral vocal cord paresis	HP:0012821
Bilateral vocal cord paresis	HP:0012822
Kojevnikov's epilepsia	HP:0012847
Kozhevnikov's epilepsia	HP:0012847
Epilepsia partialis continua	HP:0012847
Epilepsia partialis continua of Kojevnikov	HP:0012847
Abnormal motor evoked potentials	HP:0012896
Abnormal motor evoked potentials in the upper limb	HP:0012897
Abnormal upper-limb motor evoked potentials	HP:0012897
Abnormal lower-limb motor evoked potentials	HP:0012898
Abnormal motor evoked potentials in the lower limb	HP:0012898
Lower limb dysmetria	HP:0020035
Upper limb dysmetria	HP:0020036
Astasia	HP:0020037
Aplasia of the olfactory tract	HP:0020128
Superior cerebellar dysplasia	HP:0020185
Pachygyria with cortical thickness > 10 mm	HP:0020187
Thick pachygyria	HP:0020187
Pachygyria with cortical thickness above 10 mm	HP:0020187
Anterior predominant pachygyria with 5-10 mm cortical thickness	HP:0020188
Posterior predominant thick cortex pachygyria	HP:0020189
Pachygyria with cortical thickness over 10 mm posterior predominant	HP:0020189
Occipital predomimant classic pachygyria	HP:0020189
Pachygyria with cortical thickness > 10 mm perisylvian predominant	HP:0020190
Perisylvian predominant thick cortex pachygyria	HP:0020190
Anterior predominant thick cortex pachygyria	HP:0020191
Pachygyria with cortical thickness > 10 mm anterior predominant	HP:0020191
Pachygyria with 5-10 mm cortical thickness	HP:0020192
Reflex seizure	HP:0020207
Eating-induced seizure	HP:0020208
Hot water-induced seizure	HP:0020209
Praxis-induced seizure	HP:0020210
Proprioceptive-induced seizure	HP:0020211
Reading-induced seizure	HP:0020212
Somatosensory-induced seizure	HP:0020213
Startle-induced seizure	HP:0020214
Thinking-induced seizure	HP:0020215
Cognition induced seizure	HP:0020215
Visually-induced seizure	HP:0020216
Photosensitive seizure	HP:0020216
Focal aware motor seizure	HP:0020217
Focal motor aware seizure	HP:0020217
Focal aware atonic seizure	HP:0020218
Motor seizure	HP:0020219
Partial hypotonic seizure	HP:0020220
Localised atonic seizure	HP:0020220
Focal atonic seizure	HP:0020220
Localised hypotonic seizure	HP:0020220
Localized hypotonic seizure	HP:0020220
Segmental hypotonic seizure	HP:0020220
Segmental atonic seizure	HP:0020220
Localized atonic seizure	HP:0020220
Partial atonic seizure	HP:0020220
Clonic seizure	HP:0020221
Dermal sinus tract	HP:0020223
Status cribrosum	HP:0025012
Abnormality of enteric nervous system morphology	HP:0025028
Abnormality of enteric neuron morphology	HP:0025029
Degenerative enteric neuropathy	HP:0025030
Enteric neuronal degeneration	HP:0025030
Hypothalamic gliosis	HP:0025037
Basal ganglia edema	HP:0025039
Edema of the basal ganglia	HP:0025039
Oedema of the basal ganglia	HP:0025039
Basal ganglia oedema	HP:0025039
Thalamic oedema	HP:0025040
Oedema of the thalamus	HP:0025040
Edema of the thalamus	HP:0025040
Thalamic edema	HP:0025040
Thalamic calcification	HP:0025041
Abnormal lactate level by magnetic resonance spectroscopy	HP:0025045
Abnormal brain lactate level by MRS	HP:0025045
Reduced brain lactate level by magnetic resonance spectroscopy	HP:0025046
Reduced brain lactate level by MRS	HP:0025046
Abnormal brain choline level by MRS	HP:0025047
Abnormal brain choline level by magnetic resonance spectroscopy	HP:0025047
Reduced brain choline level by magnetic resonance spectroscopy	HP:0025048
Reduced brain choline level by MRS	HP:0025048
Abnormal brain creatine level by MRS	HP:0025049
Abnormal brain creatine level by magnetic resonance spectroscopy	HP:0025049
Elevated brain creatine level by MRS	HP:0025050
Elevated brain creatine level by magnetic resonance spectroscopy	HP:0025050
Reduced brain creatine level by MRS	HP:0025051
Low brain creatine phosphate	HP:0025051
Reduced brain creatine level by magnetic resonance spectroscopy	HP:0025051
Abnormal brain N-acetyl aspartate level by magnetic resonance spectroscopy	HP:0025052
Abnormal brain N-acetyl aspartate level by MRS	HP:0025052
Elevated brain N-acetyl aspartate level by magnetic resonance spectroscopy	HP:0025053
Elevated brain N-acetyl aspartate level by MRS	HP:0025053
Abnormality of olfactory lobe morphology	HP:0025057
Atrophy of the hypothalamus	HP:0025058
Hypothalamic atrophy	HP:0025058
Geophagy	HP:0025062
Geophagia	HP:0025062
Thalamic hemorrhage	HP:0025064
Thalamic haemorrhage	HP:0025064
Eyelid myoclonus	HP:0025097
Eyelid myoclonia	HP:0025097
Blepharoclonus	HP:0025097
Dysgenesis of the hypothalamus	HP:0025098
Hypothalamic dysgenesis	HP:0025098
Dysgenesis of the thalamus	HP:0025099
Thalamic dysgenesis	HP:0025099
Abnormal hippocampus morphology	HP:0025100
Abnormality of hippocampus morphology	HP:0025100
Abnormal morphology of the hippocampus	HP:0025100
Dysgenesis of the hippocampus	HP:0025101
Hippocampal dysgenesis	HP:0025101
Dysgenesis of the basal ganglia	HP:0025102
Basal ganglia dysgenesis	HP:0025102
Noise sensitivity	HP:0025112
Sound sensitivity	HP:0025112
Misophonia	HP:0025113
Hypoganglionosis	HP:0025150
Ganglioneuromatosis	HP:0025151
Abnormal temper tantrums	HP:0025160
Frequent temper tantrums	HP:0025161
Severe temper tantrums	HP:0025162
Neuronal/glioneuronal neoplasm of the CNS	HP:0025170
Neuronal/glioneuronal neoplasm of the central nervous system	HP:0025170
Neuronal and mixed neuronal-glial tumour	HP:0025170
Neuronal and mixed neuronal-glial tumor	HP:0025170
Glioneuronal tumour	HP:0025170
Glioneuronal tumor	HP:0025170
Rosette-forming glioneuronal tumour of the fourth ventricle	HP:0025171
Rosette-forming glioneuronal neoplasm	HP:0025171
Rosette-forming glioneuronal tumor of the fourth ventricle	HP:0025171
Rosette-forming glioneuronal tumour	HP:0025171
Rosette-forming glioneuronal tumor	HP:0025171
Bilateral tonic-clonic seizure with generalized onset	HP:0025190
Generalized-onset tonic-clonic seizure	HP:0025190
Primarily generalized tonic-clonic seizures	HP:0025190
Generalised tonic-clonic seizure without focal onset	HP:0025190
Primary generalised tonic-clonic seizure	HP:0025190
Generalised tonic-clonic seizure without partial onset	HP:0025190
Primary generalised tonic-clonic seizures	HP:0025190
Generalised-onset tonic-clonic seizure	HP:0025190
Generalised tonic-clonic seizures without focal onset	HP:0025190
Primary generalized tonic-clonic seizure	HP:0025190
Generalized tonic-clonic seizure without partial onset	HP:0025190
Bilateral tonic-clonic seizure with generalised onset	HP:0025190
Generalized tonic-clonic seizures without focal onset	HP:0025190
Generalized tonic-clonic seizure without focal onset	HP:0025190
Primarily generalised tonic-clonic seizures	HP:0025190
Primary generalized tonic-clonic seizures	HP:0025190
Subtentorial periventricular white matter hyperdensity	HP:0025192
Sleep paralysis	HP:0025233
Parasomnia	HP:0025234
NREM parasomnia	HP:0025235
Non-rapid eye movement parasomnia	HP:0025235
Sleep walking	HP:0025236
Somnambulism	HP:0025236
Confusional arousal	HP:0025237
Claustrophobia	HP:0025253
Snores	HP:0025267
Snoring	HP:0025267
Snore	HP:0025267
Snoring symptoms	HP:0025267
Stammering	HP:0025268
Stuttering	HP:0025268
Panic attack	HP:0025269
Delayed ability to stand	HP:0025335
Delayed ability to sit	HP:0025336
Fragmentary myoclonus	HP:0025357
Erratic myoclonus	HP:0025357
Has loud snoring	HP:0025372
Have loud snoring	HP:0025372
Heavy snoring	HP:0025372
Snores loudly	HP:0025372
Loud snoring	HP:0025372
Interictal EEG abnormality	HP:0025373
Hypodipsia	HP:0025382
Pill-rolling tremor	HP:0025387
Pill rolling	HP:0025387
Stooped posture	HP:0025403
Decrease in amygdala volume	HP:0025444
Reduced amygdala volume	HP:0025444
Abnormal CSF metabolite level	HP:0025454
Abnormal cerebrospinal fluid metabolite concentration	HP:0025454
Abnormal CSF metabolite concentration	HP:0025454
Decreased CSF 5-hydroxyindolacetic acid concentration	HP:0025455
Low CSF 5-HIAA	HP:0025455
Low CSF 5-hydroxyindolacetic acid	HP:0025455
Decreased CSF 5-HIAA	HP:0025455
Abnormal CSF protein level	HP:0025456
Abnormal CSF protein concentration	HP:0025456
Decreased cerebrospinal fluid total protein	HP:0025457
Low CSF total protein	HP:0025457
Decreased CSF protein	HP:0025457
Decreased CSF protein concentration	HP:0025457
Hypoproteinorrhachia	HP:0025457
Low CSF albumin	HP:0025458
Decreased CSF albumin concentration	HP:0025458
Increased CSF/serum albumin ratio	HP:0025459
High myo-inositol in brain by MRS	HP:0025460
High myoinositol in brain by MRS	HP:0025460
Self-neglect	HP:0025479
Lipomyelomeningocele	HP:0025480
Underdeveloped hippocampus	HP:0025517
Hypoplastic hippocampus	HP:0025517
Small hippocampus	HP:0025517
Focal affective seizure	HP:0025613
Partial emotional seizure	HP:0025613
Focal emotional seizure	HP:0025613
Affective seizure	HP:0025613
Emotional seizure	HP:0025613
Perineural cyst	HP:0025643
Tarlov cyst	HP:0025643
Fixation-off sensitivity	HP:0025644
Fixation-off epileptiform discharges	HP:0025644
Bilateral polymicrogyria	HP:0025646
Arnold-Chiari type II malformation	HP:0025660
Chiari type II malformation	HP:0025660
Chiari type III malformation	HP:0025661
Arnold-Chiari type III malformation	HP:0025661
Syntelencephaly	HP:0025670
CMAP facilitation	HP:0025680
Compound muscle action potential amplitude facilitation	HP:0025680
Crouch gait	HP:0025682
Abnormal amyloid beta 42 peptide CSF concentration	HP:0025683
Decreased amyloid beta 42 peptide CSF concentration	HP:0025684
Increased amyloid beta 42 peptide CSF concentration	HP:0025685
Abnormal amyloid beta 40 peptide CSF concentration	HP:0025686
Abnormal beta amyloid 40 level	HP:0025686
Abnormal Abeta 40 level	HP:0025686
Increased amyloid beta 40 peptide CSF concentration	HP:0025687
Abnormal amyloid beta peptide CSF concentration	HP:0025688
Atelencephaly	HP:0025692
Pituitary gland macroadenoma	HP:0025693
Pituitary macroadenoma	HP:0025693
Pituitary microadenoma	HP:0025694
Perisylvian FDG hypermetabolism	HP:0025699
Perisylvian hypermetabolism in FDG PET	HP:0025699
Trans-mantle schizencephaly	HP:0025702
Type 1 schizencephaly	HP:0025702
Type 2 schizencephaly	HP:0025703
Type 3 schizencephaly	HP:0025704
Neurite dystrophy	HP:0025713
Dystrophic neurite	HP:0025713
Cerebral cortical microinfarct	HP:0025714
Cerebral infarct	HP:0025722
Periventricular pseudocyst	HP:0025728
Abnormality of lateral ventricle	HP:0030047
Abnormal lateral ventricle morphology	HP:0030047
Colpocephaly	HP:0030048
Brain abscess	HP:0030049
Narcolepsy	HP:0030050
Tiptoe gait	HP:0030051
Toe walking	HP:0030051
Tip-toe gait	HP:0030051
Walking on tiptoes	HP:0030051
Olfactory esthesioneuroblastoma	HP:0030068
Chemodectoma	HP:0030074
Chemodectomas	HP:0030074
Punctate periventricular T2 hyperintense foci	HP:0030081
Abnormal drinking behavior	HP:0030082
Abnormal drinking behaviour	HP:0030082
Salt craving	HP:0030083
Abnormal CSF lactate concentration	HP:0030085
Abnormal CSF lactate level	HP:0030085
Reduced CSF lactate	HP:0030086
Hypolactatorachia	HP:0030086
Truncal titubation	HP:0030147
Peripheral amyelination	HP:0030172
Increased peripheral myelination	HP:0030173
Peripheral hypermyelination	HP:0030173
Increased peripheral myelin thickness	HP:0030174
Myelin tomacula	HP:0030175
Tomacula	HP:0030175
Asymmetric peripheral demyelination	HP:0030176
Abnormal nerve conduction study	HP:0030177
Abnormality of peripheral nervous system electrophysiology	HP:0030177
Abnormality of central nervous system electrophysiology	HP:0030178
Abnormality of CNS electrophysiology	HP:0030178
Abnormal peripheral action potential amplitude	HP:0030179
Oppenheim reflex	HP:0030180
Oppenheim sign	HP:0030180
Gordon sign	HP:0030181
Gordon reflex	HP:0030181
Tetraplegia/tetraparesis	HP:0030182
Dystonia tremor	HP:0030185
Isometric tremor	HP:0030185
Kinetic tremor	HP:0030186
Essential tremor	HP:0030186
Titubation	HP:0030187
Tremor by anatomical site	HP:0030188
Tremor of a body part	HP:0030188
Abnormal PNS synaptic transmission	HP:0030191
Abnormal peripheral nervous system synaptic transmission	HP:0030191
Fatigable weakness of bulbar muscles	HP:0030192
Fatigable weakness of chewing muscles	HP:0030193
Fatigable weakness of speech muscles	HP:0030194
Fatigable weakness of swallowing muscles	HP:0030195
Fatigable weakness of respiratory muscles	HP:0030196
Fatigable weakness of skeletal muscles	HP:0030197
Fatigable weakness of distal limb muscles	HP:0030198
Fatigable weakness of neck muscles	HP:0030199
Fatiguable weakness of proximal limb muscles	HP:0030200
Response to drugs acting on neuromuscular transmission	HP:0030201
Favourable response of weakness to acetylcholine esterase inhibitors	HP:0030202
Favorable response of weakness to acetylcholine esterase inhibitors	HP:0030202
Unfavorable response of muscle weakness to acetylcholine esterase inhibitors	HP:0030203
Unfavourable response of muscle weakness to acetylcholine esterase inhibitors	HP:0030203
Compulsive hoarding	HP:0030212
Collectionism	HP:0030212
Emotional blunting	HP:0030213
Sex addiction	HP:0030214
Hypersexuality	HP:0030214
Inappropriate crying	HP:0030215
Inertia	HP:0030216
Limb apraxia	HP:0030217
Punding	HP:0030218
Semantic dementia	HP:0030219
Trouble remembering words	HP:0030219
Socially inappropriate behavior	HP:0030220
Socially inappropriate behaviour	HP:0030220
Sweet craving	HP:0030221
Visual agnosia	HP:0030222
Perseverative behaviour	HP:0030223
Perseveration	HP:0030223
Perseverative behavior	HP:0030223
Partial absence of the septum pellucidum	HP:0030283
Splayed superior cerebellar peduncle	HP:0030285
Atrophic superior cerebellar peduncle	HP:0030286
Abnormality of the anterior commissure	HP:0030301
Agenesis of the anterior commissure	HP:0030302
Hypoplastic anterior commissure	HP:0030303
Cervicomedullary schisis	HP:0030325
Spoken word recognition deficit	HP:0030391
Choroid plexus carcinoma	HP:0030392
Glucagonoma	HP:0030404
Pancreatic endocrine tumour	HP:0030405
Pancreatic endocrine tumor	HP:0030405
Pineocytoma	HP:0030407
Pinealoblastoma	HP:0030408
Pineoblastoma	HP:0030408
Neuroma	HP:0030430
Nerve tumor	HP:0030430
Pinched nerve	HP:0030430
Nerve tumour	HP:0030430
Lung carcinoid tumor	HP:0030445
Pulmonary carcinoid tumor	HP:0030445
Pulmonary carcinoid tumour	HP:0030445
Lung carcinoid tumour	HP:0030445
Atypical pulmonary carcinoid tumour	HP:0030446
Atypical pulmonary carcinoid tumor	HP:0030446
Neoplasm of the autonomic nervous system	HP:0030450
Holmes' tremor	HP:0030665
Rubral tremor	HP:0030665
Brain tumour	HP:0030692
Brain tumor	HP:0030692
Brain neoplasm	HP:0030692
Pineal parenchymal tumor	HP:0030693
Supratentorial neoplasm	HP:0030693
Pineal parenchymal tumour	HP:0030693
Pineal parenchymal cell neoplasm	HP:0030694
Myeloschisis	HP:0030708
Myelocystocele	HP:0030709
Lipomeningocele	HP:0030710
Vein of Galen malformation	HP:0030713
Median prosencephalic arteriovenous fistula	HP:0030713
Vein of Galen aneurysmal malformation	HP:0030713
Vein of Galen aneurysm	HP:0030713
Central nervous system cyst	HP:0030724
Cyst of the central nervous system	HP:0030724
CNS cyst	HP:0030724
Neurenteric cyst	HP:0030725
Spinal neurenteric cyst	HP:0030726
Intracranial neurenteric cyst	HP:0030727
Frontoethmoid meningocele	HP:0030729
Frontoethmoidal meningocele	HP:0030729
Parietal meningocele	HP:0030730
Intraventricular hemorrhage	HP:0030746
Intraventricular haemorrhage	HP:0030746
Preterm intraventricular hemorrhage	HP:0030747
Preterm intraventricular haemorrhage	HP:0030747
Germinal matrix haemorrhage	HP:0030748
Germinal matrix hemorrhage	HP:0030748
Grade I preterm intraventricular haemorrhage	HP:0030748
Grade I preterm intraventricular hemorrhage	HP:0030748
Grade II preterm intraventricular hemorrhage	HP:0030749
Grade II preterm intraventricular haemorrhage	HP:0030749
Grade III preterm intraventricular haemorrhage	HP:0030750
Grade III preterm intraventricular hemorrhage	HP:0030750
Grade IV preterm intraventricular haemorrhage	HP:0030751
Grade IV preterm intraventricular hemorrhage	HP:0030751
Sleep terror	HP:0030765
