Lower lip pit	HP:0000196
Abnormality of inferior thyroid vein	None
Abnormal inferior thyroid vein morphology	None
Arterial occlusion	None
Abnormal QRS complex	None
Isolated systolic hypertension	None
Paroxysmal atrial tachycardia	None
Anteriorly displaced papillary muscles	None
Anterior displacement of the papillary muscles	None
Absent coronary sinus	None
Overriding aorta	None
Dextroposition of aorta	None
Overriding aortic valve	None
Subvalvar pulmonary stenosis	None
Subvalvular pulmonic stenosis	None
Subvalvular pulmonary stenosis	None
Subpulmonary stenosis	None
Infundibular pulmonic stenosis	None
Infundibular pulmonary stenosis	None
Subvalvar pulmonic stenosis	None
Subaortic ventricular septal bulge	None
Fusiform cerebral aneurysm	None
Intracranial fusiform aneurysm	None
Ectopia of the spleen	None
Ectopic spleen	None
Abnormal spleen location	None
Low-to-normal blood pressure	None
Low-to-normal BP	None
Absent pulmonary valve	None
Absence of the pulmonary valve	None
Ventricular ectopics	None
Premature ventricular contractions	None
Missed heartbeat	None
Skipped heartbeat	None
Premature ventricular contraction	None
Premature ventricular beat	None
Extra heart beat	None
Ventricular premature beat	None
Ventricular extrasystoles	None
Abnormal ventricular myocardium morphology	None
Myxomatous mitral valve degeneration	None
Bicuspid pulmonary valve	None
Abnormality of internal jugular vein	None
Abnormal inferior vena cava morphology	None
Intranuclear cardiomyocyte mitochondria	None
Pulmonary embolism	None
Blood clot in artery of lung	None
Left-to-right shunt	None
Reflex syncope	None
Situational syncope	None
Vasovagal syncope	None
Neurocardiogenic syncope	None
Apical hypertrabeculation of the left ventricle	None
Aortic smooth muscle cell nuclei loss	None
Pulmonary capillary angioectasia	None
peripheral pulmonary stenosis	None
Peripheral pulmonary artery stenosis	None
Peripheral pulmonic stenosis	None
Narrowing of peripheral lung artery	None
Morphological abnormality of the papillary muscles	None
Abnormality of the cerebral vasculature	None
Abnormal cerebral vascular morphology	None
Abnormality of the cerebral blood vessels	None
Calcified amorphous tumor of the heart	None
Calcified amorphous tumour of the heart	None
Constrictive pericarditis	None
Retinal vein occlusion	None
Arterial abnormalities	None
Systemic artery abnormality	None
Abnormal systemic arterial morphology	None
Abnormality of the systemic arterial tree	None
Abnormal systemic artery morphology	None
Abnormal ventricular axis	None
Abnormal QRS axis	None
Blood pressure substantially higher in upper than lower extremities	None
Increased arm-leg blood pressure gradient	None
Blood pressure substantially higher in arms than legs	None
Bleeding from the eye	None
Haemorrhage of the eye	None
Hemorrhage of the eye	None
Heart tumor	None
Cardiac neoplasia	None
Heart tumour	None
Cardiac neoplasm	None
Neoplasm of the heart	None
Anomalous origin of right pulmonary artery from ascending aorta	None
Cardiac tamponade	None
Double outlet left ventricle	None
Pulmonary venous hypertension	None
Left axis deviation	None
Electrical left axis deviation	None
Abnormal morphology of the great vessels	None
Abnormal fetal cardiovascular physiology	None
Postural hypotension with compensatory tachycardia	None
Fibrofatty replacement of right ventricular myocardium	None
Myocardial multinucleated giant cells	None
Vertebral artery hypoplasia	None
Perineal hemangioma	None
Absent ankle pulse	None
PR segment depression	None
PR interval depression	None
PTa depression	None
Abnormal systemic BP	None
Abnormal systemic blood pressure	None
Carotid artery aneurysm	None
Carotid artery dilatation	None
Cardiac myxoma	None
Primary atrial arrhythmia	None
Atrial arrhythmia	None
Vulvar hemangioma	None
Abnormality of pulmonary circulation	None
Abnormal pulmonary circulation	None
Abnormality of respiratory circulation	None
Permanent junctional reciprocating tachycardia	None
Intrathoracic hemangioma	None
Chest hemangioma	None
Cervical ectopia cordis	None
Premature coronary artery disease	None
Premature coronary artery atherosclerosis	None
Esophageal hemangioma	None
Cilioretinal artery occlusion	None
Intralamellar aortic medial fibrosis	None
Supraventricular tachycardia with a concealed accessory pathway on the left free wall	None
Abnormal branching pattern of the aortic arch	None
Electrical alternans	None
Bilateral superior vena cava with bridging vein	None
Abnormality of the lymphatic system	None
Lymphatic disease	None
Increased heart size	None
Enlarged heart	None
Cardiomegaly	None
Myocarditis	None
Inflammation of heart muscle	None
Localised pulmonary haemorrhage	None
Localized pulmonary hemorrhage	None
Prepartum haemorrhage	None
Antepartum hemorrhage	None
Prepartum hemorrhage	None
Antepartum haemorrhage	None
Spleen infarct	None
Spleen infarction	None
Splenic infarction	None
Splenic infarct	None
Atrioventricular canal type ventricular septal defect	None
Type 3 ventricular septal defect	None
Inlet ventricular septal defect	None
Arterial rupture	None
Left posterior hemiblock	None
Left posterior fascicular block	None
Early progressive calcific cardiac valvular disease	None
Venous varicosities of coeliac and mesenteric vessels	None
Venous varicosities of celiac and mesenteric vessels	None
Abnormality of the atrial septum	None
Abnormal interatrial septum morphology	None
Abnormal atrial septum morphology	None
Increased pulmonary vascular resistance	None
Isolation of the left subclavian artery	None
Abnormal subclavian artery morphology	None
Abnormal facial vein morphology	None
Abnormality of facial vein	None
Abnormal vein of face	None
Cardiovascular shock	None
Cardiogenic shock	None
Abnormal descending aorta morphology	None
Myocardial immune cell infiltration	None
Aortic coarctation	None
Narrowing of the aorta	None
Coarctation of aorta	None
Coarctation of the aorta	None
Narrowing of aorta	None
Cerebral arteriovenous malformation	None
Cerebral AV malformation	None
Supraventricular tachycardia with a manifest accessory pathway on the left free wall	None
Hemiretinal vein occlusion	None
Dilatation of Inferior mesenteric artery	None
Inferior mesenteric artery aneurysm	None
Hypovolemic shock	None
Midline direction of ventricular apex	None
Cerebral saccular aneurysm	None
Cerebral berry aneurysm	None
Type V atherosclerotic lesion	None
Cardiac biopsy: myocyte disarray	None
Myocardial sarcomeric disarray	None
Myocardial sarcomere disarray	None
Cardiomyocyte disarray	None
Lipemia retinalis	None
Cor triatriatum	None
Triatrial heart	None
Intermittent claudication	None
Liver arteriovenous malformation	None
Hepatic arteriovenous malformation	None
Ascending aortic dilation	None
Ascending tubular aorta aneurysm	None
Aneurysm of the ascending tubular aorta	None
Ascending aortic aneurysm	None
Ascending aorta dilation	None
Dilatation of ascending aorta	None
Bulging of wall of large artery located above heart	None
Underdeveloped lymphatic vessels	None
Hypoplasia of lymphatic vessels	None
Cardiac murmur	None
Heart murmurs	None
Cardiac murmurs	None
Heart murmur	None
Ruptured spleen	None
Splenic rupture	None
Spleen hemangioma	None
Splenic hemangioma	None
Arterial fibromuscular dysplasia	None
Muscular subvalvular aortic stenosis	None
Muscular subaortic stenosis	None
Complete diaphragmatic absence of pericardium	None
Loud first heart sound	None
Blocked retinal artery	None
Retinal arteriolar occlusion	None
Global systolic dysfunction	None
Abnormal posterior circulating artery morphology	None
Underdeveloped right heart chamber	None
Hypoplasia of right ventricle	None
Heart right ventricle hypoplasia	None
Small right heart chamber	None
Renal artery aneurysm	None
Intermittent atrial fibrillation	None
Atrial fibrillation, paroxysmal	None
Paroxysmal atrial fibrillation	None
Paroxysmal AF	None
Cor triatrium sinister	None
Dextrotransposition of the great arteries	None
D-TGA	None
D-loop transposition of the great arteries	None
Monomorphic ventricular tachycardia	None
Abnormal left atrium morphology	None
Intrapulmonary shunting	None
Intrapulmonary shunt	None
Orthostatic hypotension due to autonomic dysfunction	None
Misalignment of the pulmonary veins	None
Atrioventricular septal defect	None
Endocardial cushion defect	None
Hole in centre of heart	None
Hole in center of heart	None
Atrioventricular canal defect	None
Elongated chordae tendinae of the mitral valve	None
Cavernous hemangioma of the face	None
Pleural lymphangiectasia	None
Aneurysmal disease	None
Aneurysmal dilatation	None
Aneurysms	None
Vascular dilatation	None
Wider than typical opening or gap	None
Aneurysm	None
Abnormality of the cerebral arteries	None
Abnormality of cerebral artery	None
Abnormal cerebral artery morphology	None
Short chordae tendineae of the tricuspid valve	None
Apical muscular ventricular septal defect	None
Abnormal infraorbital artery morphology	None
Abnormality of infraorbital artery	None
Abnormal cardiac exercise test	None
Abnormal exercise test	None
Abnormal cardiac exercise stress test	None
Abnormal treadmill test	None
Throat hemangioma	None
Laryngeal hemangioma	None
Multiple small spleens	None
Polysplenia	None
Accessory spleens	None
Multiple accessory spleens	None
Foam cells	None
Lipid-laden histiocytes	None
Foamy macrophages	None
Presence of foam cells	None
Foamy histiocytes	None
Basilar artery calcification	None
Shortened QT interval	None
Abnormal ST segment	None
Aplastic nasopharyngeal adenoids	None
Granulomatous coronary arteritis	None
Left ventricular noncompaction	None
Hypertension due to renal artery hyperplasia	None
Renovascular hypertension	None
Myocardial necrosis	None
Bladder incontinence	None
Urinary incontinence	None
Loss of bladder control	None
Sudden cardiac death	None
Premature sudden cardiac death	None
Sudden death	None
Pain in stomach	None
Abdominal pain	None
Stomach pain	None
Gastro pain	None
Gastrointestinal pain	None
Upset stomach	None
Abdominal discomfort	None
Intermittent abdominal pain	None
Episodic abdominal pain	None
Loss of bowel control	None
Bowel incontinence	None
Faecal incontinence	None
Fecal incontinence	None
Anal incontinence	None
Bone pain	None
Arthralgias	None
Arthritic pain	None
Arthralgia	None
Joint pain	None
Joint pains	None
Myalgia	None
Myalgias	None
Muscle ache	None
Muscle pain	None
Back pain	None
Low back pain	None
Lower back pain	None
Decreased ability to exercise	None
Exercise intolerance	None
Inability to exercise	None
Poor exercise tolerance	None
Low exercise endurance	None
Exercise-induced muscle pain	None
Muscle pain with exercise	None
Exercise-induced myalgia	None
Muscle pain on exercise	None
Muscle pain, exercise-induced	None
Joint pain/Joint inflammation	None
Arthralgia/arthritis	None
Costochondral junction pain	None
Costochondral pain	None
Limb pain	None
Pain in extremities	None
Stress urinary incontinence	None
Abdominal colic	None
Sciatica	None
Occipital neuralgia	None
Fatigue	None
Tiredness	None
Tired	None
Episodic fatigue	None
Chronic extreme exhaustion	None
Chronic fatigue	None
Upper limb pain	None
Lower limb pain	None
Leg pain	None
Pain	None
Long-lasting pain	None
Chronic pain	None
Allodynia	None
Sneeze	None
Paroxysmal sneezing	None
Constitutional symptom	None
Chills	None
Shuddering	None
Shivering	None
Rigours	None
Rigors	None
Foot pain	None
Weakness	None
Lack of energy and strength	None
Asthenia	None
Prostration	None
Scrotal pain	None
Flank pain	None
Kidney pain	None
Nocturnal hyperhidrosis	None
Night sweats	None
Otalgia	None
Ear pain	None
Pain in the ear	None
Painful tongue	None
Tongue pain	None
Neck pain	None
Shoulder pain	None
Elbow pain	None
Wrist pain	None
Finger pain	None
Hip pain	None
Knee pain	None
Pain under knee cap	None
Ankle pain	None
Toe pain	None
Eye movement-induced pain	None
Vulvar pain	None
Vulvodynia	None
Postexertional symptom exacerbation	None
Postexertional malaise	None
Exercise-induced malaise	None
Impairment of activities of daily living	None
Impaired ability to bathe oneself	None
Impaired ability to dress oneself	None
Impaired toileting ability	None
Impaired transferring ability	None
Impaired feeding ability	None
Impaired continence	None
Hot flashes	None
Tightness of chest	None
Tightness in chest	None
Chest tightness	None
Chest distress	None
Groin pain	None
Gastrocnemius myalgia	None
Calf myalgia	None
Calf muscle pain	None
Wilson sign	None
Precordial pain	None
Foetor hepaticus	None
Fetor hepaticus	None
Erythromelalgia	None
Episodic pain	None
Breakthrough pain	None
Paroxysmal rectal pain	None
Abdominal cramps	None
Bladder pain	None
Tendon pain	None
Abdominal rigidity	None
Rigid abdomen	None
Abdominal guarding	None
Body ache	None
Throat discomfort	None
Pharyngalgia	None
Pharyngodynia	None
Sore throat	None
Throat pain	None
Cognitive fatigue	None
Central fatigue	None
Sudden unexpected death in epilepsy	None
SUDEP	None
Neuralgia	None
Acute abdomen	None
Acute abdominal pain	None
Diminished health-related quality of life	None
Decline in physical functional health	None
Diminished physical health	None
Diminished physical functioning	None
Diminished mental health	None
Mental impairment	None
Reduced mental health	None
Frailty	None
Occupational disability	None
Intrascapular pain	None
Pain between shoulder blades	None
Pleuritic chest pain	None
Malaise	None
Pain in testicles	None
Testicular pain	None
Cool skin temperature	None
Cool skin	None
Cold skin temperature	None
Coldness	None
Coolness to palpation	None
Mastalgia	None
Breast pain	None
Painful breast	None
Pain in the pelvis	None
Pelvic pain	None
Stool soiling	None
Stool holding	None
Encopresis	None
Jaw pain	None
Hand pain	None
Pain in head and neck region	None
Recurrent synchronous diaphragmatic flutter	None
Recurrent hiccup	None
Hiccups	None
Recurrent singultus	None
Hiccup	None
Recurrent hiccough	None
Trigeminal neuralgia	None
Tic douloureux	None
Thoracic pain	None
Chest pain	None
Chest discomfort	None
Gangrene	None
Death of body tissue due to lack of blood flow or infection	None
Bad breath	None
Foetor ex ore	None
Halitosis	None
Mandibular pain	None
Lower jaw pain	None
Ocular pain	None
Eye pain	None
Epigastrium pain	None
Epigastric pain	None
Fish odour	None
Fish odor	None
Fishy body odor	None
Fishy odour	None
Fishy odor	None
Fishy body odour	None
Musty odor	None
Musty odour	None
Vaginal fish odor	None
Vaginal fish odour	None
Dyspepsia	None
Indigestion	None
Osmidrosis	None
BO	None
Body odour	None
Body odor	None
Bromhidrosis	None
Bromidrosis	None
Anal pain	None
Rectal pain	None
Pneumomediastinum	None
Widened mediastinum	None
Mediastinal widening	None
Narrow mediastinum	None
Abnormality of the mediastinum	None
Abnormal mediastinum morphology	None
Abnormality of the thoracic cavity	None
Mediastinal lymphadenopathy	None
Swollen lymph nodes in centre of chest	None
Swollen lymph nodes in center of chest	None
Esophageal furrows	None
Acute pancreatic inflammation	None
Acute pancreatitis	None
Pancreatitis, acute	None
Abnormal stomach location	None
Gastric ectopia	None
Malposition of the stomach	None
Gastric malposition	None
Anal margin neoplasm	None
Fibro-obliterative bile-duct lesion	None
Fibro-obliterative bile-duct scarring	None
Fibro-obliterative loss of bile ducts	None
Congenital shortened small intestine	None
Short bowel	None
Abnormal hepatic echogenicity	None
Bowel irritability	None
Gallbladder dysfunction	None
Nasogastric tube feeding	None
Fulminant hepatic failure	None
Pelvic organ prolapse	None
Stomach inflammation	None
Gastritis	None
Elevated fecal coproporphyrin 3	None
High stool coproporphyrin 3	None
Elevated faecal coproporphyrin 3	None
High fecal coproporphyrin 3	None
Increased fecal coproporphyrin 3	None
Elevated stool coproporphyrin 3	None
Increased faecal coproporphyrin 3	None
High faecal coproporphyrin 3	None
Intestinal lymphedema	None
Mechanical ileus	None
Atretic gallbladder	None
Gallbladder atresia	None
Multifocal splenic abscess	None
Multilocular splenic abscess	None
Oesophagus ulcer	None
Oesophagus ulceration	None
Esophageal ulceration	None
Esophagus ulcer	None
Slowed or blocked flow of bile from liver	None
Cholestasis	None
Gall bladder perforation	None
Gallbladder perforation	None
Abnormality of abdominal situs	None
Zollinger-Ellison syndrome	None
Colitis	None
Inflammation of the large intestine	None
Inflammatory bowel disease	None
Abnormal gallbladder physiology	None
Gallbladder dyskinesia	None
Increased fecal porphyrin	None
Increased faecal porphyrin	None
Unifocal splenic abscess	None
Unilocular splenic abscess	None
Solitary splenic abscess	None
Oral pharyngeal dysphagia	None
Oral-pharyngeal dysphagia	None
Oropharyngeal dysphagia	None
Mallory-Weiss tear	None
Chylolymphatic mesenteric cyst	None
Rectoureteral fistula	None
Intermittent abdominal pain	None
Episodic abdominal pain	None
Desmoid tumours	None
Desmoid tumors	None
Cholesterol gallstones	None
Increased hepatocellular lipid droplets	None
Hepatic periportal necrosis	None
Hereditary nonpolyposis colorectal carcinoma	None
Microcolon on contrast enema	None
Microcolon	None
Septated ascites	None
Loculated ascites	None
Intestinal atresia	None
Degenerative liver disease	None
Pancolitis	None
Giant hypertrophic gastritis	None
Menetrier disease	None
Pseudobulbar palsy	None
Pseudobulbar paralysis	None
Pseudobulbar syndrome	None
Coffee ground vomitus	None
Coffee grounds emesis	None
Coffee grounds vomiting	None
Extrahepatic portal hypertension	None
Rectourethral fistula	None
Urethrorectal fistula	None
Nausea and vomiting	None
Enteric intraneuronal nuclear inclusion bodies	None
Hyperechogenic pancreas	None
Abnormality of the jejunum	None
Abnormal jejunum morphology	None
Abnormal spleen morphology	None
Splenic lesion	None
Acute liver failure	None
Acute hepatic failure	None
Decreased stool elastase level	None
Elastase low in stool	None
Absent spleen	None
Asplenia	None
Pancreatic adenocarcinoma	None
Ectopic liver	None
Duodenal atrophy	None
Macrovesicular hepatic steatosis	None
Macrovesicular steatosis	None
Intestinal pseudo-obstruction	None
Intestinal pseudoobstruction	None
Gastric leiomyosarcoma	None
Primary peritoneal carcinoma	None
Duodenal atresia	None
Absence or narrowing of first part of small bowel	None
Deglutition disorder	None
