Abnormality of body height	HP:0000002
Constrictive bronchiolitis	None
Neoplasm of the tracheobronchial system	None
Fractured larynx	None
bone larynx	None
Tracheobronchial leiomyomatosis	None
increased pulmonary fissure count	None
Supernumerary pulmonary fissure	None
Fungal hyphae in sputum	None
Pulmonary arterial atherosclerosis	None
Runny Nose	None
Nasal Discharge	None
Rhinorrhea	None
Neonatal breathing dysregulation	None
Impaired breathing in newborn	None
Pleural empyema	None
Pyothorax	None
Restrictive respiratory insufficiency	None
Restrictive respiratory syndrome	None
Restrictive respiratory disease	None
Stiff lung or chest wall causing decreased lung volume	None
Restrictive lung disease	None
Restrictive deficit on pulmonary function tests	None
Restrictive ventilatory defect	None
Restrictive deficit on pulmonary function testing	None
Spirometric restriction	None
Absent inner dynein arms	None
Bronchial papilloma	None
Abnormal pulmonary fissure count	None
Pulmonary fibrosis	None
O2 desaturation on exertion	None
Oxygen desaturation on exertion	None
Decreased respiratory function due to muscle weakness	None
Respiratory muscle weakness	None
Decreased lung function due to weak breathing muscles	None
Respiratory distress due to muscle weakness	None
Respiratory insufficiency due to muscle weakness	None
Respiratory failure due to muscle weakness	None
Silhouette sign	None
Acute bronchitis	None
Smooth septal thickening on pulmonary HRCT	None
Bilateral apical pulmonary fibrosis	None
Combined pre- and post-capillary pulmonary hypertension	None
Reduced pulmonary fissure count	None
Decreased pulmonary fissure count	None
Abnormal tracheal morphology	None
Tracheal disease	None
Abnormality of the trachea	None
Abnormal trachea morphology	None
Pulmonary eosinophilic infiltration	None
Pulmonary eosinophilia	None
Pulmonary eosinophilic infiltrate	None
Eosinophilic pulmonary infiltration	None
Eosinophilic pneumonia	None
Laryngeal atresia	None
Abnormal bronchus physiology	None
Pulmonary situs inversus	None
Centrilobular emphysema	None
Centriacinar emphysema	None
Lung cancer	None
Neoplasm of the lung	None
Lung tumour	None
Lung tumor	None
Juxtaphrenic peak	None
Pulmonary arteriovenous malformation	None
Pulmonary AV malformation	None
Aplasia of paranasal sinuses	None
Missing sinuses	None
Missing paranasal sinuses	None
Absence of paranasal sinuses	None
Absent paranasal sinuses	None
Localised pulmonary haemorrhage	None
Localized pulmonary hemorrhage	None
Decreased post-bronchodilator forced vital capacity	None
Decreased post bronchodilator forced vital capacity	None
Decreased postbronchodilator forced vital capacity	None
Neoplasm of the nasopharynx	None
Tumor of the nasopharynx	None
Nasopharyngeal neoplasm	None
Neoplasia of the nasopharynx	None
Tumour of the nasopharynx	None
Abnormal pulmonary fissure morphology	None
Nose cancer	None
Nasal tumor	None
Tumor of the nose	None
Neoplasia of the nose	None
Neoplasm of the nose	None
Tumour of the nose	None
Nasal tumour	None
Nasal neoplasm	None
Abnormal alveolar macrophage morphology	None
Recurrent intrapulmonary hemorrhage	None
Recurrent pulmonary haemorrhage	None
Recurrent intrapulmonary haemorrhage	None
Recurrent pulmonary hemorrhage	None
Recurrent bleeding into lungs	None
Diffuse reticular or finely nodular infiltrations	None
Bronchomalacia	None
Laryngeal anomalies	None
Abnormality of the larynx	None
Laryngeal abnormalities	None
Pulmonary lymphangiectasis	None
Pulmonary lymphangiectasia	None
increased pulmonary artery pressure	None
Elevated lung artery pressure	None
Elevated pulmonary artery pressure	None
Neoplasia of the pleura	None
Abnormal transfer factor of the lung for carbon monoxide	None
Abnormal DLCO	None
Abnormal TLCO	None
Abnormal diffusing capacity	None
Airway casts	None
Venous air embolism	None
Pulmonary air embolism	None
Tracheal duplication cyst	None
Bronchus suis	None
Pig bronchus	None
Displaced lobar tracheal bronchus	None
Air crescent	None
Spontaneous collapsed lung	None
Spontaneous pneumothorax	None
Pulmonary artery hypoplasia	None
Underdeveloped pulmonary artery	None
Underdeveloped lung artery	None
Acute severe asthma	None
Status asthmaticus	None
Laryngospasm	None
Paradoxical respiration	None
Paradoxical breathing	None
Flail chest	None
Pulmonary oligemia	None
Recurrent upper respiratory infections	None
Recurrent upper respiratory and lower respiratory infections	None
Upper respiratory tract infections, recurrent	None
Frequent upper respiratory tract infections	None
Recurrent upper respiratory infection	None
Recurrent URI	None
Recurrent colds	None
Frequent upper respiratory infections	None
Upper respiratory tract infections	None
Recurrent upper respiratory tract infections	None
Intralobar sequestration	None
Pharyngeal edema	None
Throat swelling	None
Swollen throat	None
Pharyngeal oedema	None
Neonatal pneumothorax	None
Spontaneous neonatal pneumothorax	None
Abnormality of the sphenoidal sinus	None
Abnormality of the sphenoid sinus	None
Aspirin-induced asthma	None
Nonspecific interstitial pneumonitis	None
NSIP	None
Temporally uniform pulmonary inflammation	None
Nonspecific interstitial pneumonia	None
Abnormal mucociliary clearance	None
Abnormal mucociliary transport	None
Lithoptysis	None
Increased anti-parasite IgE antibody level	None
Dependant oedema	None
Peripheral edema of lower extremity	None
Leg edema	None
Lower leg swelling	None
Dependant edema	None
Leg oedema	None
Peripheral oedema of lower extremity	None
Pedal edema	None
Oedema of the lower limbs	None
Edema of the lower limbs	None
Fluid accumulation in lower limbs	None
Pedal oedema	None
Amyloid cardiomyopathy	None
Cardiac amyloidosis	None
Elevated serum glutamic-pyruvic transaminase	None
Elevated serum alanine aminotransferase	None
Alanine aminotransferase increased	None
Elevated circulating alanine aminotransferase concentration	None
Elevated serum ALT	None
Decreased circulating free fatty acid level	None
Low fatty acids level	None
Reduced mevalonate kinase activity	None
Abnormal serum bicarbonate concentration	None
Abnormal serum HCO3 concentration	None
Elevated leukocyte ALP	None
Elevated leukocyte alkaline phosphatase	None
2-hydroxyadipic acid high in urine	None
2-hydroxyadipic aciduria	None
Decreased FasL-mediated apoptosis	None
Elevated plasma dodecenoylcarnitine concentration	None
Elevated circulating dodecenoylcarnitine concentration	None
Oligosacchariduria	None
Elevated urinary delta-aminolevulinic acid	None
Decreased CSF glutamate concentration	None
Low glutamic acid levels in cerebrospinal fluid	None
Abnormal retinol-binding protein level	None
Decreased CSF valine concentration	None
Low valine levels in cerebrospinal fluid	None
Elevated circulating osteopontin level	None
Mitochondrial propionyl-CoA carboxylase defect	None
Mitochondrial PCC defect	None
Episodic infantile hypoglycemia	None
Recurrent infantile hypoglycemia	None
Recurrent low blood sugar in infant	None
High alpha-aminobutyrate levels in cerebrospinal fluid	None
Increased CSF alpha-aminobutyrate concentration	None
Abnormal circulating glutamate concentration	None
Abnormality of glutamate metabolism	None
Hyperchloremic acidosis	None
Abnormal urine magnesium concentration	None
Elevated urinary prostaglandin E2 metabolite level	None
Increased urinary hypoxanthine	None
Increased circulating beta-2-microglobulin level	None
Elevated circulating beta-2-microglobulin level	None
Increased superoxide dismutase level	None
Increased superoxide:superoxide oxidoreductase activity	None
Reduced circulating leukotriene C4 concentration	None
Crystalluria	None
Elevated plasma oleylcarnitine, C18:1	None
Elevated circulating oleylcarnitine concentration	None
Urinary glycosaminoglycan excretion	None
Increased alpha-globulin	None
Intrapartum fever	None
Maternal fever during labour	None
Maternal fever during labor	None
Electron transfer flavoprotein-ubiquinone oxidoreductase defect	None
Increased circulating IgG3 level	None
Amino acid levels abnormal	None
Abnormality of amino acid metabolism	None
Ketotic hypoglycemia	None
Ketotic low blood sugar	None
Fatty acids abnormal	None
Abnormality of fatty acid metabolism	None
Abnormal circulating fatty-acid concentration	None
Monoclonal elevation of circulating IgA	None
Elevated circulating amyloid A	None
Increased circulating IgM level	None
Increased IgM levels	None
Increased levels of IgM	None
Decreased G6PD level in tissue	None
Decreased glucose-6-phosphate dehydrogenase level in tissue	None
Abnormal circulating amino sulfonic acid concentration	None
Chronic decreased circulating IgG1	None
Chronic decreased IgG1 in blood	None
Increased level of anti-drug IgE antibody	None
Increased anti-drug IgE antibody level	None
Abnormality of carnosine metabolism	None
Abnormal circulating carnosine concentration	None
Increased prothrombin induced by vitamin K absence-II	None
Increased PIVKA-II	None
Hypoproteinemic oedema	None
Hypoproteinemic edema	None
Abnormal circulating properdin level	None
Increased BUN	None
Increased blood urea nitrogen	None
Renal bicarbonate wasting	None
Bicarbonate-wasting renal tubular acidosis	None
HCO3-wasting renal tubular acidosis	None
High blood methylmalonic acid levels	None
Methymalonicaciduria	None
Methylmalonic aciduria	None
Increased concentration of galactosylated oligosaccharides in urine	None
Increased urinary galactosylated oligosaccharide	None
Abnormal A-type atrial natriuretic peptide level	None
Polyclonal elevation of IgM	None
Drug-induced response	None
Adverse drug response	None
Adverse drug reaction	None
Drug-induced reaction	None
Toxic drug response	None
Impairment of fructose metabolism	None
Abnormal circulating fetuin A concentration	None
Abnormal C-reactive protein level	None
Abnormal circulating C-reactive protein concentration	None
Elevated circulating sebacic acid concentration	None
Abnormal circulating glutamine concentration	None
Decreased CSF isoleucine concentration	None
Low levels of isoleucine in cerebrospinal fluid	None
Increased urinary epinephrine	None
Elevated urinary epinephrine	None
Increased level of galactonate in erythrocytes	None
Increased level of galactonate in red blood cells	None
Increased level of galactonate in RBCs	None
Positive urine opioid test	None
Intraaxonal accumulation of curvilinear autofluorescent lipopigment storage material	None
Intraaxonal accumulation of curvilinear profiles	None
Increased CSF albumin concentration	None
High albumin levels in cerebrospinal fluid	None
Increased level of N-acetylneuraminic acid in urine	None
Increased level of Neu5Ac in urine	None
Increased level of NANA in urine	None
Quotidian fever	None
Hyperamylasemia	None
Increased circulating amylase level	None
Chronic partially decreased circulating IgG4	None
Chronic partially decreased IgG4 in blood	None
Hyperthreoninuria	None
High urine threonine levels	None
Increased hepatitis C virus antibody level	None
Malabsorption of Vitamin B12	None
Malabsorption of cyanocobalamin	None
Vitamin B12 deficiency caused by intestinal malabsorption	None
Elevated urine glycolate	None
Abnormal ethanolamine levels in the blood	None
Abnormal circulating ethanolamine concentration	None
Positive urine norpropoxyphene test	None
Abnormal circulating N-nicotinoylglycine level	None
Abnormal circulating nicotinurate concentration	None
Abnormal circulating nicotinurate level	None
Abnormal complex N-glycan level	None
Abnormal concentration of complex N-glycans on glycoproteins	None
Proximal tubular acidosis	None
Renal tubular acidosis, proximal	None
Renal tubular acidosis, type II	None
Proximal renal tubular acidosis	None
Elevated Apo-AII level	None
Elevated APOAII level	None
Elevated circulating apolipoprotein A-II concentration	None
Elevated apolipoprotein A-II level	None
Elevated apoA-II level	None
Elevated red cell adenosine deaminase level	None
Decreased glucose phosphate isomerase activity	None
Phosphohexose isomerase deficiency	None
Decreased glucosephosphate isomerase level	None
Glucosephosphate isomerase deficiency	None
Abnormal circulating unsaturated fatty acid concentration	None
Complete or near-complete absence of specific antibody response to meningococcus vaccine	None
Long-chain dicarboxylic aciduria	None
Dicarboxylic acidemia	None
Elevated circulating creatine concentration	None
Abnormal high-mannose N-glycans on glycoprotein concentration	None
Abnormal high-mannose N-glycan level	None
Decreased HDL3a concentration	None
Abnormal haptoglobin level	None
Increased level of Neu5Ac in fibroblasts	None
Increased level of sialic acid in fibroblasts	None
Increased level of N-acetylneuraminic acid in fibroblasts	None
Increased level of NANA in fibroblasts	None
Decreased circulating GABA concentration	None
Decreased level of gamma-aminobutyric acid in serum	None
Decreased circulating gamma-aminobutyric acid concentration	None
Increased level of D-threitol in plasma	None
Increased CSF interferon alpha	None
Impaired T cell function	None
T-cell dysfunction	None
Increased urinary high-mannose-type oligosaccharide	None
Increased concentration of high-mannose-type oligosaccharides in urine	None
Chylothorax	None
Decreased adenosylcobalamin	None
Decreased ADOCBL	None
High urine sarcosine levels	None
Hypersarcosinuria	None
Atypical hyperphenylalaninemia	None
