Abnormality of taste sensation	HP:0000223
Abnormalities of arcuate arteries	None
Abnormal arcuate artery morphology	None
Abnormal sex determination	None
Abnormal urine protein level	None
Testicular degeneration	None
Testicular atrophy	None
Podocyte myelin inclusions	None
Podocyte myelin figures	None
Bilateral renal atrophy	None
Bilateral kidney degeneration	None
Vaginal pyocele	None
Prostate neoplasm	None
Undescended testes	None
Undescended testis	None
Cryptorchidism	None
Cryptorchism	None
Renal tubular epithelial cell casts	None
Increased urinary homovanillic acid	None
Elevated urinary homovanillic acid	None
Underdeveloped fallopian tube	None
Hypoplasia of the fallopian tube	None
Rudimentary fallopian tubes	None
Fatty casts	None
Mesangial fibril deposition	None
Elevated urine 3-methyl-2-oxovaleric acid level	None
Abnormal interlobular vein lumen morphology	None
Abnormal morphology of the interlobular vein lumen	None
Teratoma of the mediastinum	None
Mediastinal teratoma	None
Urinary tract atresia	None
Abnormal male reproductive system physiology	None
Abnormal male genital system physiology	None
Segmentally thickened glomerular basement membrane	None
Abnormality of the lower urinary tract	None
Recurrent cystitis	None
Recurrent bladder infections	None
Abnormal urinary N-hexanoylglycine levels	None
Abnormal urine hexanoylglycine concentration	None
Elevated urinary N-acetylaspartic acid level	None
Labial adhesion	None
Labial agglutination	None
Synechia vulvae	None
Transitional-cell carcinoma of the ureter	None
Waxy casts	None
Anorchism	None
Glomerular hyaline pseudothrombus	None
Uterine cancer	None
Uterine tumour	None
Uterine tumor	None
Uterine neoplasia	None
Uterine neoplasm	None
Empty ovarian follicle	None
Empty follicle syndrome	None
Extra kidney	None
Supernumerary kidney	None
Renal duplication	None
Low-molecular-weight proteinuria	None
Tubular proteinuria	None
Hypercalcinuria	None
Elevated urine calcium levels	None
Hypercalciuria	None
Cellular crescent	None
Impotence	None
Difficulty getting an erection	None
Difficulty getting a full erection	None
Intraluminal thrombi within cortical peritubular capillaries	None
Cortical peritubular capillary intraluminal thrombi	None
Absent kidney	None
Renal aplasia	None
Renal agenesis	None
Missing kidney	None
Glomerular fibrinoid necrosis	None
Non-progressive sperm motility	None
Reduced progressive sperm motility	None
Early menopause	None
Premature menopause	None
Primary ovarian insufficiency	None
Premature ovarian failure	None
Premature ovarian insufficiency	None
Menopause praecox	None
Climacterium praecox	None
Hypergonadotropic amenorrhea	None
Urethral valve	None
Abnormality of the renal pelvis	None
Abnormal renal pelvis morphology	None
Increased urine sebacic acid concentration	None
Increased urine decanedioic acid concentration	None
Abnormal vaginal bleeding	None
Low alkaline phosphatase of renal origin	None
Low ALP of renal origin	None
Heavy proteinuria	None
Severly high blood protein levels	None
2-Methylbutyryl glycinuria	None
Urethral stenosis	None
Narrowing of the urethra	None
Hydrocolpos	None
Fibrotic testes	None
Testicular fibrosis	None
Fibrotic testicle	None
Tubular luminal dilatation	None
Tubular ectasia	None
Multiple pouches in bladder wall	None
Multiple bladder diverticula	None
Increased GFR	None
Increased glomerular filtration rate	None
Polycystic kidney disease	None
Polycystic kidney dysplasia	None
Polycystic kidneys	None
Enlarged polycystic kidneys	None
Decreased fertility	None
Abnormal fertility	None
Arcuate artery intimal mucoid edema	None
Decreased urine urobilinogen	None
Decreased acrosin in sperm head	None
Anteriorly displaced urethral meatus	None
Abnormal morphology of female internal genitalia	None
Abnormality of female internal genitalia	None
Absent/small kidney	None
Renal hypoplasia/aplasia	None
Absent/underdeveloped kidney	None
Renal aplasia/hypoplasia	None
Renal agenesis/hypoplasia	None
Fibrillary glomerular subepithelial deposits	None
Streak ovary	None
Abnormal sperm motility	None
Abnormal preputium morphology	None
Abnormality of the preputium	None
Renal cortical interstitial inflammation	None
Increased urinary 1-methylhistidine	None
1-Methylhistidinuria	None
Aspartic aciduria	None
Tryptophanuria	None
High urine tryptophan levels	None
High urine carnosine levels	None
Carnosinuria	None
Renal tubular necrosis	None
Renal tubular epithelial necrosis	None
Acute tubular necrosis	None
Axial malrotation of the kidney	None
Hypogonadotropic hypogonadism	None
Isolated hypogonadotropic hypogonadism	None
Subepithelial glomerular basement membrane electron dense deposits	None
Ovarian teratoma	None
Increased urine alpha-ketoisocaproic acid level	None
Elevated urine 4-methyl-2-oxopentanoic acid level	None
Wide ureter	None
Uroureter	None
Swelling of ureter	None
Hydroureter	None
Ureteral dilatation	None
Megaureter	None
Dilated ureter	None
Male reproductive system neoplasm	None
Absent central pair complex (9+0 pattern)	None
Absent sperm axoneme central pair complex	None
Absence of renal corticomedullary differentiation	None
Absent renal corticomedullary differentiation	None
Loss of corticomedullary differentiation	None
Class I lupus nephritis	None
Minimal mesangial lupus nephritis	None
Medullary peritubular capillary lumen cholesterol emboli	None
Cholesterol emboli within the medullary peritubular capillary lumen	None
Abnormality of renal calyx morphology	None
Abnormal renal calyx morphology	None
Elevated urinary collagen degradation products	None
Grade I vesicoureteral reflux	None
Grade I VUR	None
VUR I	None
Testicular azoospermia	None
Non-obstructive azoospermia	None
Hyaline casts	None
Abnormal urinary copper concentration	None
Podocyte hypertrophy	None
Hypertrophy of visceral epithelial cells	None
Glomerular visceral epithelial cell hypertrophy	None
Exercise-induced myoglobinuria in adults	None
Exercise-induced myoglobinuria	None
Renal arteriolar lumen cholesterol emboli	None
Cholesterol emboli within the arteriolar lumen	None
Cortical peritubular capillaritis	None
Calcium phosphate crystalluria	None
Cervical tumour	None
Cervical tumor	None
Cervical polyp	None
Hypochloriduria	None
Decreased urinary chloride	None
Low urine chloride levels	None
Mixed gonadal dysgenesis	None
Gonadal dysgenesis	None
Pure gonadal dysgenesis	None
Male pseudohermaphroditism	None
Abnormal ovarian morphology	None
Increased urinary epinephrine	None
Elevated urinary epinephrine	None
Testicular cancer	None
Testicular tumor	None
Testicular neoplasm	None
Testicular neoplasia	None
Testicular tumour	None
Malignant ovarian granulosa cell tumour	None
Malignant ovarian granulosa cell tumor	None
Hawkinsin high in urine	None
Hawkinsinuria	None
Abnormal sperm head morphology	None
Sperm head anomaly	None
Microscopic nephrocalcinosis	None
Overgrowth of external genitalia	None
Increased level of xylitol in urine	None
Alkaline urine	None
Intratubular hemoglobin casts	None
Intratubular haemoglobin casts	None
Renal tubular epithelial cell swelling	None
Urogenital sinus anomaly	None
Hypoplasia of the bladder	None
Underdeveloped bladder	None
Hypoplastic bladder	None
Hematuria	None
Blood in urine	None
High urine occult blood	None
Congenital hydrocele	None
Abnormal ovarian physiology	None
Gonadal neoplasm	None
Gonadal neoplasia	None
Alpha-aminobutyric aciduria	None
Ureterovesical junction obstruction	None
Hypoplasia of the medullary pyramids	None
Renal medullary pyramid hypoplasia	None
Reduced urinary inosine level	None
Renal oncocytoma	None
Organic aciduria	None
Increased urinary sulfite	None
Abnormal renal tubular lumen morphology	None
Abnormal renal tubular luminal morphology	None
Nephrosis	None
Nephrotic syndrome	None
Absent internal genitalia	None
Abnormal medullary peritubular capillary morphology	None
Increased glomerular mesangial matrix	None
Mesangial matrix expansion	None
Abnormality of the urinary system physiology	None
Sertoli cell-only phenotype	None
Retrograde ejaculation	None
Increased glutarate level in urine	None
Glutaricaciduria	None
Glutarate aciduria	None
Glutaric aciduria	None
Abnormal renal tubular epithelial morphology	None
High N/C ratio of renal tubular epithelial cells	None
High renal tubular epithelial cell N/C ratio	None
Irregularly shaped sperm tail	None
Sperm flagella with irregular caliber	None
Sperm flagella with irregular calibre	None
Impaired renal tubular reabsorption of magnesium	None
Male sexual dysfunction	None
High urine glycopeptide levels	None
Glycopeptiduria	None
5-minute APGAR score of 6	None
Placental issue	None
Abnormality of the placenta	None
Abnormal placenta morphology	None
Fetal chylothorax	None
Abnormal umbilical cord blood vessel morphology	None
Abnormal umbilical cord blood vessels	None
Low maternal serum PAPP-A	None
Low maternal circulating PAPP-A concentration	None
5-minute APGAR score of 3	None
1-minute APGAR score of 5	None
Hydrops fetalis	None
Breech presentation	None
Breech presentation at birth	None
Feet or buttocks of foetus positioned near opening of uterus	None
Feet or buttocks of fetus positioned near opening of uterus	None
Increased fetal long bone echogenicity	None
Abnormality of prenatal development or birth	None
Low maternal serum alpha-fetoprotein	None
Low maternal circulating alpha-fetoprotein concentration	None
Eclampsia	None
Formation of multiple pronuclei during fertilization	None
Hydrops of the placenta	None
Hydropic placenta	None
5-minute APGAR score of 4	None
Low APGAR score	None
Recurrent spontaneous abortion	None
Spontaneous abortion, recurrent	None
Spontaneous chorioamniotic separation	None
Amnion-chorion separation	None
Complete breech presentation	None
Abnormal cord blood measurement	None
Toxaemia of pregnancy	None
Hypertensive disorder of pregnancy	None
Toxemia of pregnancy	None
Absent lanugo	None
Maternal vascular malperfusion	None
5-minute APGAR score of 5	None
Enlarged fetal cisterna magna	None
Enlarged foetal cisterna magna	None
Reduced fetal femur/foot length ratio	None
Single-twin demise	None
Intrauterine fetal demise of one twin after midgestation	None
Intrauterine foetal demise of one twin after midgestation	None
Amniotic bands	None
Amniotic constriction ring	None
Amniotic constriction band	None
Pseudoainhum	None
Congenital constriction band sequence	None
Choriocarcinoma	None
Very preterm birth	None
Amniotic constriction rings of arms	None
Increased nuchal translucency	None
1-minute APGAR score of 1	None
Increased fetal lens echogenicity	None
High blood phenylalanine level in mother	None
Maternal hyperphenylalaninemia	None
Abnormal fetal genitourinary system morphology	None
Gastric pseudomass	None
Maternal health problem	None
Prenatal maternal abnormality	None
Incomplete breech presentation	None
Postterm pregnancy	None
Fetal neck anomaly	None
Maternal teratogenic exposure	None
Low maternal circulating chorionic gonadotropin concentration	None
Low maternal serum hCG	None
Low maternal serum chorionic gonadotropin	None
Fetal hydrothorax	None
Preeclampsia	None
Pre-eclampsia	None
1-minute APGAR score of 2	None
Fetal PAD narrowing-closure	None
Idiopathic constriction of the fetal ductus arteriosus	None
Fetal ductus arteriosus narrowing-closure	None
Premature closure of the ductus arteriosus	None
Fetal arterial duct narrowing-closure	None
PCDA	None
Fetal PDA narrowing-closure	None
Placenta percreta	None
Abnormal placental pentration beyond the uterine wall	None
Foetal pyelectasis	None
Foetal renal pelvic dilatation	None
Fetal pyelectasis	None
Mild foetal hydronephrosis	None
Fetal renal pelvic dilatation	None
Mild fetal hydronephrosis	None
FIUVV	None
Fetal umbilical vein dilatation	None
Fetal intra-abdominal umbilical vein varix	None
Foetal cystic hygroma	None
Fetal cystic hygroma	None
Placental abruption	None
Abruptio placentae	None
Bilateral foetal pyelectasis	None
Bilateral foetal pyelectasia	None
Bilateral fetal pyelectasis	None
Bilateral fetal pyelectasia	None
10-minute APGAR score of 5	None
Placental hamartoma	None
Chorangioma	None
Maternal virilization in pregnancy	None
Abnormal insertion of umbilical cord	None
Primary Caesarian section	None
Maternal first trimester fever	None
Abnormal fetal cardiovascular physiology	None
Abnormal maternal serum screening	None
Placenta increta	None
Extra-abdominal umbilical vein varix	None
Abnormal fetal gastrointestinal system morphology	None
Vacuum-assisted vaginal delivery	None
Vacuum extraction	None
Ventouse delivery	None
Placental calcification	None
Calcified placenta	None
Abnormal chorion morphology	None
Abnormal fetal morphology	None
Structural fetal anomaly	None
Induced vaginal delivery	None
Caesarian section	None
Long umbilical cord	None
10-minute APGAR score of 2	None
Premature rupture of membranes	None
